"date","close","volume","open","high","low"
"16:00","64.04","1,397,850","63.69","64.11","63.48"
"2017/10/19","63.5100","1422719.0000","62.8500","63.6000","62.7900"
"2017/10/18","63.0300","1034982.0000","62.9500","63.3700","62.9400"
"2017/10/17","62.9000","1589165.0000","63.5400","63.6300","62.8600"
"2017/10/16","63.4500","1142926.0000","63.7100","63.8900","63.2200"
"2017/10/13","63.7500","2083678.0000","64.3900","64.7500","63.7400"
"2017/10/12","64.4200","2071953.0000","63.4500","64.4400","63.3461"
"2017/10/11","63.4800","2911906.0000","63.7200","63.7400","63.2600"
"2017/10/10","63.7100","2561297.0000","63.8400","64.0800","63.3400"
"2017/10/09","63.6500","2952991.0000","63.6400","64.0000","63.5200"
"2017/10/06","63.6200","3305882.0000","63.1500","63.6800","62.9000"
"2017/10/05","63.2500","2401918.0000","63.0400","63.3100","62.4000"
"2017/10/04","62.6100","3108272.0000","62.0800","63.0600","61.9500"
"2017/10/03","61.9900","7611908.0000","62.0000","62.9200","61.0200"
"2017/10/02","59.8100","4560378.0000","59.9500","60.1600","59.3400"
"2017/09/29","59.9600","2259402.0000","60.1700","60.6500","59.8600"
"2017/09/28","60.2600","1437238.0000","59.8200","60.4100","59.8200"
"2017/09/27","60.3500","1514921.0000","60.1700","60.5000","59.9950"
"2017/09/26","59.9400","1882705.0000","60.2600","60.2900","59.7700"
"2017/09/25","60.0300","2368314.0000","59.5200","60.0500","59.5000"
"2017/09/22","59.7500","2709833.0000","58.2200","59.8400","58.2200"
"2017/09/21","58.1900","1562934.0000","58.5800","58.7000","58.0900"
"2017/09/20","58.5100","1662160.0000","58.0000","58.6500","58.0000"
"2017/09/19","58.0700","1178232.0000","58.1300","58.2900","57.9100"
"2017/09/18","58.0800","806227.0000","57.8600","58.1300","57.6600"
"2017/09/15","57.8500","2076263.0000","57.5300","57.9500","57.3600"
"2017/09/14","57.5100","1809871.0000","57.7200","57.8500","57.2306"
"2017/09/13","58.0400","1397668.0000","58.0800","58.3600","57.8300"
"2017/09/12","58.1600","2236322.0000","57.5500","58.7900","57.5338"
"2017/09/11","57.3300","1378983.0000","57.1400","57.5000","57.0900"
"2017/09/08","56.9000","1315469.0000","56.9300","57.2250","56.8200"
"2017/09/07","57.0100","1140519.0000","57.0900","57.2700","56.9000"
"2017/09/06","57.2000","1598423.0000","56.9700","57.2700","56.5900"
"2017/09/05","56.7100","1257872.0000","56.9200","57.0700","56.4300"
"2017/09/01","57.0700","1099540.0000","57.0400","57.2400","56.6200"
"2017/08/31","57.0300","1420915.0000","56.8100","57.1000","56.5564"
"2017/08/30","56.6200","1298246.0000","56.5900","56.8500","56.1200"
"2017/08/29","56.5900","1195725.0000","56.2600","56.6300","56.0800"
"2017/08/28","56.4900","1812578.0000","56.3800","56.5200","56.0400"
"2017/08/25","56.2200","1065322.0000","55.7700","56.4500","55.6100"
"2017/08/24","55.5400","1313617.0000","55.8300","55.9000","55.4600"
"2017/08/23","55.7700","1303012.0000","55.9500","56.0800","55.6300"
"2017/08/22","56.1100","2818114.0000","56.0800","56.5900","55.7700"
"2017/08/21","55.7700","2432410.0000","54.9800","55.8100","54.8600"
