"","43008.0","42916.0","42825.0","42735.0","42643.0","42551.0","42460.0","42369.0","42277.0","42185.0","42094.0","42004.0","41912.0","41820.0","41729.0","41639.0","41547.0","41455.0","41364.0","41274.0","41182.0","41090.0","40999.0","40908.0","40816.0","40724.0","40633.0","40543.0","40451.0","40359.0","40268.0","40178.0","40086.0","39994.0","39903.0","39813.0","39721.0","39629.0","39538.0","39447.0"
"Book Value per Share","19.338","18.326","17.714","16.686","16.704","15.306","14.453","13.796","13.006","11.715","10.975","10.53","14.586","14.39","13.705","13.609","0.16","-1.382","-2.282","-2.506","-0.056","-1.336","-1.196","-1.648","1.444","0.929","0.908","1.137","0.906","0.253","0.092","0.314","1.157","1.27","0.743","2.833","7.868","12.736","13.521","37.579"
"Tangible Book Value per Share","51.494","50.53","50.371","49.734","48.479","47.938","49.7","48.926","49.363","47.033","47.75","47.325","44.522","44.542","44.422","44.182","36.748","36.531","35.892","35.366","35.118","35.558","35.081","34.178","33.739","34.744","35.164","36.309","36.246","37.121","37.863","37.424","38.849","38.69","42.591","98.557","59.689","68.933","61.578","65.076"
"FCF per Share","0.972","1.901","-2.194","0.756","1.568","2.811","0.18","0.413","1.892","2.237","1.274","-0.093","1.069","1.814","0.397","0.209","0.618","1.016","0.419","0.014","0.044","0.041","0.501","0.933","-0.391","0.796","0.537","-0.131","0.148","1.064","0.812","-0.807","-0.175","0.855","0.404","-7.296","-4.189","2.488","-0.951","0.687"
"Interest Debt per Share","12.1652","12.2551","12.6264","9.9568","10.1014","10.1143","10.8554","10.5903","11.0649","11.3402","11.6054","11.5432","12.0272","12.172","13.0024","13.257","13.8703","14.2699","14.46","14.9438","14.8851","15.3012","15.8199","16.2794","17.1311","17.3435","18.1702","19.3327","19.4777","20.0447","21.5363","22.0622","22.7405","21.5099","23.7607","53.7074","33.3638","31.2626","31.2063","34.5391"
"Cash per Share","2.0414","3.0468","2.6096","3.7508","2.1872","2.154","2.1939","2.5074","2.9784","2.809","2.5744","2.4948","3.1542","4.1072","3.3248","3.3242","3.766","3.6641","3.4371","3.2818","3.1459","3.4216","3.8864","3.4965","3.2054","3.8884","3.9182","4.1842","4.8856","6.1507","6.8354","6.4527","7.5536","6.7544","6.9123","15.1811","7.858","12.8555","9.2739","11.7719"
"Debt to Equity Ratio","0.6291","0.6687","0.7128","0.5967","0.6047","0.6608","0.7511","0.7676","0.8507","0.968","1.0575","1.0962","0.8246","0.8459","0.9487","0.9741","86.8613","-10.3218","-6.3376","-5.9639","-263.6875","-11.4537","-13.2305","-9.8789","11.8609","18.6764","20.0119","17.0033","21.4895","79.3116","234.9444","70.1959","19.6489","16.9367","31.9769","18.96","4.2405","2.4547","2.308","0.9191"
"Total Debt To Total Assets","0.1696","0.174","0.1793","0.143","0.1485","0.1511","0.1584","0.1568","0.1641","0.1754","0.178","0.1789","0.1952","0.1978","0.2117","0.2171","0.2587","0.267","0.2732","0.2853","0.2854","0.2907","0.3027","0.317","0.3368","0.3341","0.3457","0.3532","0.3561","0.3603","0.3815","0.3927","0.3943","0.3732","0.3738","0.3676","0.3961","0.3303","0.3408","0.2867"
"Interest Coverage","19.05","19.3592","10.734","11.2366","21.0","26.2688","14.4019","16.0294","18.124","19.6299","10.0534","-7.3212","4.7597","8.5029","2.8011","2.4571","8.7443","4.9884","1.0169","1.0288","6.3949","0.2077","1.5747","2.9128","3.3886","1.8369","-0.7602","1.0913","2.4699","2.8353","0.0","-0.5171","0.1751","0.2191","-1.5779","-4.5953","0.6429","-7.2482","-42.4694","0.2391"
"Current Ratio","0.429","0.432","0.431","0.489","0.484","0.47","0.514","0.517","0.68","0.67","0.708","0.544","0.742","0.691","0.649","0.682","0.633","0.602","0.614","0.623","0.617","0.576","0.608","0.609","0.61","0.63","0.652","0.642","0.619","0.662","0.745","0.816","0.924","0.744","0.699","0.809","0.808","0.881","0.799","0.793"
