"","42947.0","42855.0","42766.0","42674.0","42582.0","42490.0","42400.0","42308.0","42216.0","42124.0","42035.0","41943.0","41851.0","41759.0","41670.0","41578.0","41486.0","41394.0","41305.0","41213.0","41121.0","41029.0","40939.0","40847.0","40755.0","40663.0","40574.0","40482.0","40390.0","40298.0","40209.0","40117.0","40025.0","39933.0","39844.0","39752.0","39660.0","39568.0","39478.0","39386.0"
"Book Value per Share","63.256","59.992","57.773","55.274","56.187","56.572","53.829","54.949","55.3","53.849","51.883","53.235","55.307","53.076","50.729","49.378","49.508","47.721","46.045","45.534","43.119","42.717","40.638","40.535","39.89","38.927","37.453","36.438","34.955","33.92","34.267","34.078","33.519","31.626","30.551","31.45","33.263","31.868","31.453","32.552"
"Tangible Book Value per Share","40.108","40.043","38.492","38.399","39.303","39.897","38.048","38.144","37.68","37.222","36.516","36.952","37.471","34.289","31.995","31.848","29.203","28.34","28.478","28.166","27.085","25.887","25.262","25.516","25.764","26.219","25.504","25.116","24.735","24.916","25.427","26.11","26.579","26.071","26.183","26.751","27.881","27.444","26.459","25.889"
"FCF per Share","2.38","2.104","1.633","3.242","2.012","1.171","0.919","0.952","0.609","1.182","0.308","1.904","1.084","1.359","0.158","1.607","1.322","1.582","0.378","1.707","1.123","1.206","0.453","1.642","1.444","0.896","0.96","0.696","1.281","1.328","0.954","1.295","1.24","0.528","-0.204","0.408","0.414","-0.379","-1.075","-0.375"
"Interest Debt per Share","24.8139","28.3041","29.1906","27.3456","29.7133","29.7804","28.516","27.793","26.9106","27.809","28.9477","28.6355","7.2424","6.9998","7.2019","7.0777","4.9933","6.6091","8.4159","7.7603","9.9789","6.693","8.6065","7.9592","9.4083","11.8956","13.0955","13.3602","14.1798","15.6757","16.4113","17.2892","18.5696","19.8272","20.229","20.0807","20.6201","20.9172","20.585","19.5519"
"Cash per Share","0.9407","2.4755","1.8668","2.0668","1.2883","0.9187","0.3322","0.3384","0.3499","0.3696","0.3408","0.5225","3.6174","1.725","0.6005","1.5893","0.5223","0.2978","0.298","0.2666","0.2646","0.1623","0.1611","0.1083","0.1663","0.1813","0.0722","0.0781","0.071","0.2161","0.0402","0.087","0.0839","0.099","0.0418","0.0431","0.0764","0.0425","0.0575","0.072"
"Debt to Equity Ratio","0.3923","0.4718","0.5053","0.4947","0.5288","0.5264","0.5297","0.5058","0.4866","0.5164","0.5579","0.5379","0.1309","0.1319","0.142","0.1433","0.1009","0.1385","0.1828","0.1704","0.2314","0.1567","0.2118","0.1964","0.2359","0.3056","0.3497","0.3667","0.4057","0.4621","0.4789","0.5073","0.554","0.6269","0.6621","0.6385","0.6199","0.6564","0.6545","0.6006"
"Total Debt To Total Assets","0.2537","0.292","0.3059","0.2978","0.3144","0.3133","0.3129","0.3025","0.2957","0.3068","0.3218","0.3101","0.1033","0.1041","0.111","0.1099","0.081","0.108","0.1374","0.1271","0.1665","0.1215","0.1579","0.145","0.1702","0.2107","0.2341","0.242","0.2584","0.2841","0.2948","0.3062","0.325","0.3517","0.358","0.3497","0.3468","0.3579","0.3579","0.3377"
"Interest Coverage","13.9759","15.2208","11.9726","13.9417","12.6375","11.8289","10.5094","8.5504","10.4475","15.1876","17.9741","11.5793","63.5604","57.0623","48.7258","33.1984","41.3113","33.1641","32.4406","31.2766","31.8026","21.41","17.0423","22.638","16.2739","10.3065","6.9025","7.748","6.0008","1.2541","3.3889","3.9745","3.0465","3.8289","3.5721","3.1259","2.1474","2.3211","1.8542","-0.7289"
"Current Ratio","2.511","2.792","1.707","1.725","2.903","2.84","2.427","1.479","1.538","1.493","2.057","1.79","3.009","2.889","2.613","2.326","2.832","2.952","3.011","2.506","2.706","2.526","2.69","2.022","2.287","2.612","2.705","2.463","2.191","2.369","2.776","2.873","2.442","2.474","2.114","2.06","2.371","2.312","2.192","1.806"
"Income Quality","1.4913","1.2555","1.4301","3.1957","1.4664","1.3212","1.7412","2.8496","2.1349","1.8223","1.305","4.9391","1.2248","1.5959","0.9545","2.6193","1.1586","1.5293","0.6378","1.5965","1.168","1.4683","0.7607","1.9596","1.9782","1.8352","1.8598","1.3405","1.8953","16.0723","2.749","2.6056","3.4651","1.7784","1.0432","1.4667","2.4626","1.5198","-0.8131","-1.5757"
"Payout Ratio","0.014","0.0","0.019","0.0","0.017","0.0","0.028","0.0","0.033","0.0","0.024","0.0","0.016","0.0","0.02","0.0","0.016","0.0","0.019","0.0","0.022","0.0","0.026","0.0","0.032","0.0","0.035","0.0","0.034","0.0","0.067","0.0","0.063","0.0","0.057","0.0","0.075","0.0","0.2","0.0"
"Intangible Assets out of Total Assets","0.5899","0.5869","0.5966","0.5818","0.5841","0.5803","0.5825","0.5848","0.5859","0.5893","0.594","0.5999","0.4654","0.49","0.5069","0.5057","0.5261","0.5368","0.5351","0.5389","0.5482","0.5301","0.5367","0.5353","0.5338","0.5355","0.544","0.545","0.5493","0.5484","0.5432","0.5375","0.5348","0.5375","0.5367","0.5342","0.5311","0.5305","0.54","0.5529"
"Selling, General and Administrative Expense of Revenue","0.3754","0.37","0.3779","0.3647","0.3544","0.3673","0.3861","0.3944","0.4154","0.3855","0.3898","0.4445","0.3727","0.3779","0.3904","0.3818","0.3693","0.3924","0.3966","0.3845","0.3803","0.3975","0.4041","0.387","0.3802","0.3885","0.3869","0.3506","0.3764","0.3849","0.3865","0.3629","0.3507","0.3596","0.3782","0.3795","0.3972","0.4148","0.4526","0.4226"
"Research and Development Expense of Revenue","0.0315","0.0322","0.0327","0.0346","0.0309","0.0345","0.0329","0.0403","0.0396","0.0387","0.0362","0.0389","0.0372","0.0395","0.0388","0.0384","0.0361","0.0377","0.0359","0.0356","0.0348","0.0378","0.035","0.0325","0.0334","0.0319","0.0332","0.0335","0.029","0.0296","0.0293","0.0292","0.0271","0.0386","0.0288","0.0344","0.0324","0.0352","0.0335","0.0373"
"Working Capital","560900000.0","615100000.0","366000000.0","393900000.0","609398000.0","592898000.0","496535000.0","272646000.0","285105000.0","264324000.0","404530000.0","349435000.0","598126000.0","500014000.0","432787000.0","425988000.0","456721000.0","446869000.0","454716000.0","395308000.0","396031000.0","348158000.0","348871000.0","273141000.0","305943000.0","332285000.0","317269000.0","291820000.0","267094000.0","285193000.0","317601000.0","328464000.0","305882000.0","312492000.0","282703000.0","270625000.0","328800000.0","315878000.0","286264000.0","231042000.0"
"Tangible Asset Value","1961300000.0","1962100000.0","1878400000.0","1872800000.0","1910106000.0","1930997000.0","1837710000.0","1851697000.0","1831243000.0","1803877000.0","1760124000.0","1783814000.0","1800171000.0","1643072000.0","1535960000.0","1550881000.0","1424831000.0","1374332000.0","1380476000.0","1356354000.0","1303067000.0","1235040000.0","1204364000.0","1219610000.0","1219194000.0","1219339000.0","1172824000.0","1148865000.0","1128024000.0","1133184000.0","1151670000.0","1180178000.0","1200833000.0","1177606000.0","1181946000.0","1205330000.0","1254471000.0","1234680000.0","1189100000.0","1160752000.0"
"Net Current Asset Value","-757400000.0","-851700000.0","-953400000.0","-845600000.0","-925634000.0","-941357000.0","-950572000.0","-944532000.0","-914055000.0","-976957000.0","-1031650000.0","-1078283000.0","204716000.0","104778000.0","40248000.0","33474000.0","136741000.0","45552000.0","-39148000.0","-70366000.0","-159166000.0","-14322000.0","-106647000.0","-146683000.0","-184020000.0","-276431000.0","-346296000.0","-366902000.0","-417659000.0","-473048000.0","-472936000.0","-507687000.0","-549043000.0","-593238000.0","-635369000.0","-644508000.0","-610254000.0","-639286000.0","-645068000.0","-619160000.0"
"Invested Capital","2757500000.0","2884500000.0","2693900000.0","2562500000.0","2971318000.0","3005689000.0","2851017000.0","2615700000.0","2592508000.0","2598033000.0","2756454000.0","2698761000.0","1676639000.0","1631171000.0","1584561000.0","1496892000.0","1393692000.0","1451476000.0","1547870000.0","1454668000.0","1538343000.0","1318478000.0","1400596000.0","1327661000.0","1418849000.0","1557974000.0","1585640000.0","1556908000.0","1547279000.0","1628047000.0","1714359000.0","1782306000.0","1823883000.0","1856687000.0","1839390000.0","1852773000.0","1938925000.0","1933026000.0","1871547000.0","1747676000.0"
"Average Receivables","321620500.0","305012500.0","284895500.0","287159000.0","293750500.0","283004000.0","277395000.0","279599000.0","271062000.0","253476000.0","255593500.0","252908500.0","254630000.0","232129000.0","238228000.0","231917000.0","237944500.0","213685500.0","220664000.0","224538000.0","223504500.0","203323000.0","194811000.0","206134500.0","204235500.0","189027500.0","182203500.0","184215500.0","180165500.0","165350000.0","166854500.0","165049500.0","175384000.0","166338500.0","161465500.0","161825500.0","172412000.0","166520000.0","160491000.0","155538500.0"
"Average Payables","99944000.0","103079500.0","108365000.0","112156000.0","101083500.0","103152000.0","101883000.0","116632500.0","100844000.0","93396500.0","81053000.0","112262500.0","81890000.0","80013500.0","68345000.0","96614000.0","71411000.0","64352500.0","55062500.0","73405500.0","62578000.0","53283500.0","48273000.0","56773500.0","50428000.0","47231500.0","42223000.0","44335000.0","43411500.0","44979000.0","40982000.0","50257000.0","55456500.0","57622500.0","50389000.0","62506500.0","62786000.0","60271500.0","52659500.0","63728500.0"
"Average Inventory","442079500.0","435598000.0","426149000.0","418696000.0","418112500.0","418066500.0","410499500.0","400583000.0","379675000.0","374176500.0","364798500.0","360195500.0","346646000.0","342569500.0","332445000.0","329558000.0","320797000.0","312696000.0","299084000.0","286891500.0","272528000.0","267725500.0","256385000.0","240743000.0","238842500.0","244069000.0","245919000.0","244374000.0","255581000.0","263476000.0","269214500.0","272150000.0","286354500.0","290796500.0","282797000.0","275684000.0","280621500.0","277504500.0","263514000.0","252213000.0"
