"","42974.0","42883.0","42792.0","42701.0","42610.0","42519.0","42428.0","42337.0","42246.0","42155.0","42057.0","41966.0","41875.0","41784.0","41693.0","41602.0","41511.0","41420.0","41329.0","41238.0","41147.0","41056.0","40965.0","40874.0","40783.0","40692.0","40601.0","40510.0","40419.0","40328.0","40237.0","40146.0","40055.0","39964.0","39866.0","39775.0","39684.0","39593.0","39502.0","39411.0"
"Book Value per Share","9.107","9.379","9.699","10.158","8.475","8.509","8.416","7.932","7.843","10.598","10.455","13.109","13.4","12.486","13.384","12.971","12.787","12.63","12.403","11.293","11.169","10.688","12.173","11.293","11.498","11.42","10.597","11.25","11.083","11.051","11.645","11.254","10.857","10.556","10.933","10.679","9.847","10.946","10.334","9.86"
"Tangible Book Value per Share","11.283","10.731","11.475","13.513","16.415","17.984","16.431","22.927","22.74","27.211","19.96","20.644","19.786","19.675","20.689","21.273","20.663","20.573","22.872","17.46","16.044","15.011","16.302","16.625","17.07","16.784","15.883","16.065","16.062","16.414","16.742","16.341","15.613","15.104","15.842","16.713","14.909","19.248","18.72","17.538"
"FCF per Share","0.234","0.578","0.61","0.511","0.615","0.986","0.758","0.586","0.01","1.763","0.594","0.276","0.343","1.519","0.608","0.608","-0.01","1.21","0.494","0.186","0.558","0.429","0.516","0.27","0.544","0.761","1.085","0.32","-0.044","0.735","0.748","0.617","0.332","0.874","0.321","-0.651","-1.095","0.427","-0.024","-0.401"
"Interest Debt per Share","7.8954","7.042","6.8339","7.8854","11.3378","12.4989","12.6683","18.2606","18.3512","18.5094","19.6522","19.9577","20.0976","21.2427","22.5767","22.7309","23.087","23.0078","26.09","8.8791","7.7386","7.0702","7.0264","6.9824","7.8689","7.9087","7.4234","7.3606","7.843","7.8266","7.8637","7.8676","7.8922","7.7879","7.9992","8.2074","6.9895","8.2063","7.7666","7.6157"
"Cash per Share","0.6035","0.5908","1.5707","3.2951","1.8112","1.8288","1.1577","0.2215","0.2665","0.3857","0.3224","0.2869","0.3165","0.3355","0.569","0.4568","0.4629","0.4412","1.7872","1.17","0.2858","0.248","1.4644","1.7045","2.666","2.3781","2.0263","1.2399","1.8992","2.1393","1.7717","1.1067","0.6553","0.5438","0.1973","0.2955","0.6114","0.289","0.2818","0.289"
"Debt to Equity Ratio","0.867","0.7508","0.7046","0.7763","1.3377","1.4688","1.5053","2.3022","2.34","1.7465","1.8797","1.5224","1.4999","1.7013","1.6869","1.7524","1.8055","1.8216","2.1035","0.7862","0.6929","0.6615","0.5772","0.6183","0.6844","0.6925","0.7005","0.6543","0.7077","0.7082","0.6753","0.6991","0.7269","0.7378","0.7316","0.7685","0.7098","0.7497","0.7516","0.7724"
"Total Debt To Total Assets","0.3217","0.2968","0.2833","0.3021","0.3875","0.4074","0.417","0.4942","0.497","0.4533","0.4684","0.4348","0.4383","0.4631","0.4645","0.4613","0.4732","0.47","0.5006","0.2889","0.2645","0.2567","0.2468","0.2521","0.2784","0.2835","0.2819","0.2789","0.2981","0.2971","0.2968","0.3013","0.3107","0.3145","0.3138","0.3117","0.294","0.2925","0.2827","0.2896"
"Interest Coverage","8.4863","3.4133","6.4179","4.7061","7.1065","1.6323","4.1178","3.5","-12.3138","3.0139","-9.6955","2.4219","7.3073","-2.9364","4.2895","4.7141","2.8079","3.3605","3.8003","7.0169","8.5842","-1.9173","8.8913","6.3972","3.6938","8.0364","7.5368","9.9703","6.7185","0.1005","9.3678","9.7358","7.1522","5.8672","7.7905","6.918","11.1477","4.1012","6.6447","6.0386"
"Current Ratio","1.035","1.17","1.623","1.916","1.441","1.412","1.349","0.99","0.962","1.076","1.056","1.209","1.273","1.601","1.395","1.275","1.287","1.288","1.504","1.702","1.34","1.447","1.758","1.71","1.754","1.834","1.752","1.839","1.918","1.945","2.001","1.919","2.158","2.12","1.606","1.437","1.491","1.666","1.686","1.706"
"Income Quality","0.8918","2.1745","1.6934","1.7715","1.7503","4.4269","1.8891","1.672","-0.0807","3.6525","-0.3383","18.41","0.4843","-1.8526","1.6445","1.6751","1.1511","3.2804","2.5258","0.7311","1.2951","-3.1624","1.0336","0.97","3.3593","1.6141","2.8901","1.0468","0.7432","-16.8756","1.9569","1.6462","1.5829","2.8638","1.2391","-1.0601","-0.9889","1.5211","0.1627","-0.3832"
"Payout Ratio","0.568","0.556","0.476","0.893","0.595","0.926","0.543","0.694","-0.093","0.51","-0.112","12.5","0.219","-0.325","0.446","0.424","0.735","0.543","0.862","0.0","0.393","-1.143","0.353","0.558","1.0","0.377","0.46","0.5","0.606","-4.0","0.385","0.37","0.514","0.487","0.442","0.5","0.2","0.452","0.302","0.38"
