"","42945.0","42854.0","42763.0","42672.0","42581.0","42490.0","42399.0","42308.0","42217.0","42126.0","42035.0","41944.0","41853.0","41762.0","41671.0","41580.0","41489.0","41398.0","41307.0","41209.0","41118.0","41027.0","40936.0","40845.0","40754.0","40663.0","40572.0","40481.0","40390.0","40299.0","40208.0","40117.0","40026.0","39935.0","39844.0","39753.0","39662.0","39571.0","39480.0","39389.0"
"Book Value per Share","20.204","19.951","19.562","19.416","19.885","20.968","21.231","21.254","21.928","22.116","21.939","25.825","25.94","26.032","25.666","25.592","25.236","25.728","25.517","24.973","24.207","23.808","23.62","22.674","22.189","21.977","21.874","20.798","20.884","21.08","20.408","19.914","19.418","18.77","18.224","18.023","17.47","17.824","18.46","19.111"
"Tangible Book Value per Share","68.025","67.375","66.853","67.713","64.047","66.702","65.971","66.46","63.216","62.83","64.533","73.282","70.174","69.544","70.451","73.456","69.568","68.89","74.223","75.716","72.065","69.301","69.618","71.965","66.832","62.043","61.73","62.831","59.711","58.553","59.219","61.159","58.82","58.777","58.62","62.43","58.601","53.172","53.739","51.193"
"FCF per Share","1.66","1.503","3.956","1.582","1.465","-0.058","2.977","0.906","1.417","1.974","3.138","0.15","0.983","0.085","4.296","-0.401","-0.17","3.657","3.082","0.243","0.62","0.719","2.793","-1.08","-0.679","0.608","2.726","0.576","0.145","1.031","3.422","0.77","0.755","0.618","2.582","-1.109","0.03","-0.258","1.966","-0.751"
"Interest Debt per Share","22.2938","23.177","22.7701","22.4978","21.831","23.7724","20.9078","20.3816","19.9088","19.8112","19.9451","20.6719","20.3931","20.3016","19.8798","23.4231","22.8229","22.1367","27.1968","28.3354","28.1925","26.1894","26.1018","28.1774","25.7638","22.697","22.2119","23.106","22.6399","21.1623","22.359","23.324","23.9548","24.9521","24.9229","26.9317","25.516","21.0962","20.6102","16.7195"
"Cash per Share","4.1708","4.8516","4.4865","2.1593","2.5421","6.7458","6.6295","3.1698","4.3127","4.3189","3.4639","1.1325","1.2092","1.069","1.0595","1.1183","1.6037","2.8329","1.2082","2.2434","2.1958","1.0131","1.1854","1.2195","1.3073","2.0548","2.4181","1.3084","2.1064","2.1327","2.9255","1.1492","1.2726","1.8227","1.1483","1.2183","1.9823","0.7697","2.9547","0.7415"
"Debt to Equity Ratio","1.1034","1.1617","1.164","1.1587","1.0979","1.1338","0.9848","0.959","0.9079","0.8958","0.9091","0.8005","0.7862","0.7799","0.7746","0.9153","0.9044","0.8604","1.0658","1.1347","1.1646","1.1","1.1051","1.2427","1.1611","1.0328","1.0154","1.111","1.0841","1.0039","1.0956","1.1713","1.2337","1.3293","1.3676","1.4943","1.4606","1.1836","1.1165","0.8749"
"Total Debt To Total Assets","0.3277","0.344","0.3406","0.3323","0.3409","0.3564","0.3169","0.3067","0.3149","0.3153","0.3091","0.2821","0.2906","0.2919","0.2822","0.3189","0.3281","0.3213","0.3664","0.3742","0.3912","0.3779","0.3749","0.3915","0.3855","0.3658","0.3598","0.3678","0.3792","0.3614","0.3776","0.3814","0.4073","0.4245","0.4252","0.4314","0.4354","0.3968","0.3835","0.3266"
"Interest Coverage","8.2593","8.2083","9.5929","7.4718","4.2443","3.2048","14.3026","6.2848","8.8514","7.3419","-13.25","5.0","2.0","5.7171","14.3333","4.2606","6.6199","2.2385","13.6587","6.0625","6.8207","6.9837","5.8219","5.285","6.8063","6.9071","9.3526","4.9845","6.8432","6.6417","7.615","4.5759","5.933","5.0792","5.4065","3.7051","5.6221","5.7612","10.2556","5.4124"
"Current Ratio","0.913","0.947","0.944","1.016","1.045","1.16","1.119","1.078","1.14","1.226","1.161","1.023","1.019","0.916","0.906","0.904","0.904","1.063","1.168","1.177","1.232","1.253","1.151","1.299","1.382","1.51","1.709","1.556","1.707","1.689","1.627","1.58","1.803","1.712","1.664","1.5","1.639","1.529","1.605","1.352"
