"","42945.0","42854.0","42763.0","42672.0","42581.0","42490.0","42399.0","42308.0","42217.0","42126.0","42035.0","41944.0","41853.0","41762.0","41671.0","41580.0","41489.0","41398.0","41307.0","41209.0","41118.0","41027.0","40936.0","40845.0","40754.0","40663.0","40572.0","40481.0","40390.0","40299.0","40208.0","40117.0","40026.0","39935.0","39844.0","39753.0","39662.0","39571.0","39480.0","39389.0"
"Book Value per Share","4.718","4.047","5.032","4.96","5.401","5.055","4.896","7.521","13.152","13.405","12.842","11.924","11.081","10.727","10.794","10.232","10.389","9.652","9.637","9.378","8.947","10.048","9.399","8.99","9.277","9.744","9.249","8.543","8.257","7.756","7.221","6.587","6.268","5.901","5.61","5.39","5.215","4.84","4.878","5.416"
"Tangible Book Value per Share","47.614","45.027","44.072","44.567","44.352","41.964","40.826","43.478","48.854","47.823","46.368","46.319","46.05","44.563","43.586","43.284","42.829","40.695","39.869","40.269","39.332","38.992","39.962","38.592","34.905","34.461","33.908","33.466","33.043","31.607","29.977","29.77","29.039","26.434","25.999","27.88","26.587","25.311","24.265","22.501"
"FCF per Share","1.785","-0.383","3.21","-1.136","2.755","-0.168","2.704","5.31","-0.29","-0.268","2.416","-0.488","-0.264","0.227","2.18","-0.118","0.552","0.061","2.312","-0.075","0.448","0.294","2.095","-0.166","0.797","0.425","2.343","-0.142","0.858","0.499","1.704","0.088","1.838","0.477","1.252","-0.283","0.3","0.05","1.409","-0.17"
"Interest Debt per Share","16.4663","16.3897","16.044","16.0208","16.0346","16.0947","15.7673","15.0053","16.5839","16.5058","16.4789","16.3975","16.4451","16.4226","16.1546","16.0473","15.9693","15.9816","15.7733","15.6048","15.2973","15.1616","17.5252","15.7231","12.9782","12.7032","12.7277","12.8402","12.7737","12.6465","12.0028","12.0451","12.1709","11.5887","11.6504","12.718","11.8845","11.4135","10.923","8.6584"
"Cash per Share","5.5228","3.9032","5.8242","3.0623","5.1412","2.7152","3.3446","4.3857","2.2334","4.0346","4.3526","2.2706","4.0717","5.3477","6.1962","4.8739","5.7698","6.0838","6.4736","5.7641","6.1306","7.945","9.0197","6.9085","5.0486","6.5434","6.8924","4.7763","5.187","4.7619","3.6518","2.2294","2.3972","0.3613","0.3338","0.3154","0.4249","0.5444","1.5661","0.4472"
"Debt to Equity Ratio","3.4904","4.0502","3.1885","3.2302","2.9691","3.184","3.2204","1.995","1.2609","1.2313","1.2832","1.3751","1.4841","1.5309","1.4966","1.5684","1.5372","1.6557","1.6367","1.664","1.7097","1.5089","1.8645","1.7489","1.3989","1.3037","1.3761","1.5029","1.547","1.6305","1.6622","1.8287","1.9418","1.9639","2.0769","2.3597","2.279","2.3582","2.2395","1.5986"
"Total Debt To Total Assets","0.3357","0.3529","0.353","0.3487","0.3422","0.3619","0.3644","0.3272","0.3238","0.329","0.3387","0.3374","0.3501","0.3611","0.3631","0.3632","0.3652","0.3843","0.3871","0.3793","0.3807","0.3806","0.4295","0.3976","0.3622","0.3591","0.3727","0.3809","0.3838","0.3971","0.3972","0.4013","0.4156","0.4344","0.4439","0.4522","0.4429","0.4467","0.4459","0.3811"
"Interest Coverage","7.4828","3.1458","13.6774","1.8333","7.3667","3.4194","10.4516","5.1667","11.7813","7.4242","13.6765","7.7059","9.4571","7.5714","9.74","7.2286","9.0541","7.0513","11.8571","7.2895","7.25","7.0","10.9737","7.7419","10.6667","8.7742","12.303","7.129","8.5","7.0645","9.3939","4.5263","5.7222","4.7097","4.7273","3.8485","7.9118","7.3226","12.8","14.6"
"Current Ratio","1.006","1.008","1.07","1.044","1.009","1.019","1.035","1.219","1.572","1.837","1.866","1.774","1.898","1.979","2.057","1.731","1.788","2.206","2.283","2.159","2.153","2.411","2.159","1.91","1.845","1.951","2.567","2.432","2.397","2.507","2.013","1.898","1.895","1.814","2.009","1.748","1.885","1.96","2.056","1.874"
