"","42947.0","42855.0","42766.0","42674.0","42582.0","42490.0","42400.0","42308.0","42216.0","42124.0","42035.0","41943.0","41851.0","41759.0","41670.0","41578.0","41486.0","41394.0","41305.0","41213.0","41121.0","41029.0","40939.0","40847.0","40755.0","40663.0","40574.0","40482.0","40390.0","40298.0","40209.0","40117.0","40025.0","39933.0","39844.0","39752.0","39660.0","39568.0","39478.0","39386.0"
"Book Value per Share","-1.035","-0.294","-3.866","-2.544","-0.906","0.103","-2.275","-0.099","6.064","6.659","4.166","4.503","5.095","5.676","2.506","3.487","4.053","4.64","2.338","2.556","3.051","4.517","2.753","2.877","4.039","4.749","2.712","2.868","3.207","4.376","2.812","3.194","3.559","4.139","2.49","2.525","2.558","3.036","1.427","1.676"
"Tangible Book Value per Share","6.006","8.657","8.013","5.348","5.771","8.657","8.247","4.958","10.019","13.23","12.693","8.045","11.173","14.229","10.068","9.258","11.173","14.022","11.818","11.754","10.433","13.439","14.169","10.924","10.493","15.004","15.003","9.997","9.931","12.23","18.604","11.13","9.907","12.14","17.962","13.511","11.477","14.275","32.024","18.288"
"FCF per Share","-2.038","9.223","-3.279","-1.318","-2.105","8.582","-3.61","-0.921","-1.406","6.719","-2.353","-1.058","-1.486","6.96","-2.433","-0.826","-1.295","6.58","-2.873","-0.89","-1.394","5.906","-2.837","-0.726","-1.327","6.572","-3.191","-0.737","-1.116","9.747","-5.762","-0.984","-1.385","10.081","-5.256","-1.046","-1.16","10.986","-7.481","-1.958"
"Interest Debt per Share","7.2132","7.2116","12.5222","8.983","6.7689","6.6496","11.0898","5.3963","1.8263","1.8387","3.9893","1.8407","3.3051","3.3057","4.0194","3.3103","3.3246","3.3295","4.9042","5.5572","3.6428","3.5445","4.4244","3.6844","3.5201","3.4892","5.7694","3.7777","3.501","3.3831","8.4399","3.3882","3.4032","3.3589","8.3185","5.5722","3.4938","3.59","14.2651","8.1784"
"Cash per Share","3.2251","5.3944","1.4066","1.5612","1.945","4.4603","1.0984","1.4599","4.9418","7.6264","4.9868","2.483","5.4746","8.3898","1.7598","3.061","4.4714","6.8501","1.6806","4.7929","3.5467","6.7871","4.2775","2.0345","3.4604","5.6551","4.9216","3.2438","3.5523","5.5839","5.4444","4.4083","3.1475","5.0235","3.9874","2.1056","1.7648","2.0651","5.3412","1.9221"
"Debt to Equity Ratio","-6.9726","-24.5388","-3.2387","-3.5304","-7.4705","64.5891","-4.8751","-54.7415","0.3012","0.2761","0.9576","0.4088","0.6487","0.5824","1.6039","0.9493","0.8202","0.7176","2.0975","2.1745","1.1939","0.7848","1.6073","1.2806","0.8715","0.7348","2.127","1.3174","1.0918","0.7732","3.0011","1.0608","0.9561","0.8115","3.3406","2.2071","1.366","1.1825","9.9955","4.8789"
"Total Debt To Total Assets","0.7009","0.5545","1.0062","0.9452","0.6899","0.5241","0.914","0.6545","0.1385","0.1121","0.2507","0.1638","0.233","0.1931","0.3133","0.2769","0.2409","0.1998","0.3386","0.3867","0.2809","0.2238","0.2671","0.2779","0.2496","0.2014","0.3034","0.2691","0.253","0.2128","0.3793","0.2287","0.2505","0.2129","0.3843","0.3388","0.2331","0.2077","0.4006","0.3737"
"Interest Coverage","-8.7743","53.7234","-4.9329","-9.2243","-8.6057","51.3797","-5.3454","-15.9387","-21.1881","141.7438","-9.2235","-13.4003","-12.28","106.7496","-24.2152","-12.136","0.0","15.8762","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Current Ratio","1.483","1.433","2.169","1.618","0.999","1.174","2.069","1.279","1.774","1.571","1.124","1.355","1.361","1.346","0.732","0.773","1.175","1.224","0.842","0.884","0.717","0.99","0.777","0.946","1.04","1.304","0.946","0.906","0.948","1.141","0.949","0.966","1.003","1.072","1.102","1.089","0.706","0.84","1.06","1.027"
"Income Quality","3.1334","2.4587","6.2204","1.7106","3.703","2.7964","10.085","1.548","3.7954","2.5361","16.7701","2.1964","3.283","2.1208","2.9246","1.6545","2.7672","2.7231","42.0652","1.8424","3.473","2.977","238.92","1.3271","2.2533","3.0641","75.2627","1.8317","2.6649","4.6849","-36.789","2.5786","3.4017","4.8776","-37.1098","2.2153","2.7496","6.6209","50.6926","1.2027"
"Payout Ratio","-0.381","0.06","-0.44","-0.324","-0.393","0.072","-0.571","-0.364","-0.556","0.074","-1.538","-0.488","-0.476","0.06","-0.256","-0.513","-0.476","0.082","-2.857","-0.513","-0.513","0.102","-20.0","-0.319","-0.263","0.071","-3.75","-0.417","-0.366","0.072","1.0","-0.395","-0.375","0.071","1.071","-0.366","-0.341","0.083","-0.933","-0.09"
"Intangible Assets out of Total Assets","0.4164","0.3343","0.3562","0.4373","0.4118","0.3177","0.3204","0.3986","0.2401","0.1936","0.2024","0.2841","0.2125","0.1687","0.2151","0.2257","0.1903","0.1585","0.184","0.1821","0.1955","0.1515","0.1446","0.1762","0.256","0.1341","0.2111","0.288","0.2824","0.2308","0.164","0.2486","0.2709","0.2307","0.1702","0.1786","0.2343","0.174","0.1006","0.1645"
"Selling, General and Administrative Expense of Revenue","0.6912","0.1184","0.4158","0.8654","0.7894","0.1234","0.4254","1.0579","0.713","0.1171","0.3723","0.7233","0.7276","0.1046","0.8732","0.7004","0.7602","0.1144","0.3962","0.6581","0.7822","0.1051","0.3192","0.8031","0.9208","0.0875","0.2802","0.627","0.4264","0.0359","0.2082","0.3977","0.3746","0.0748","0.2102","0.3927","0.4538","0.108","0.2764","0.4241"
"Research and Development Expense of Revenue","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Working Capital","271434000.0","406759000.0","648197000.0","268617000.0","-786000.0","180996000.0","629817000.0","158350000.0","920662000.0","1073012000.0","307215000.0","381704000.0","608242000.0","800890000.0","-549809000.0","-351031000.0","254448000.0","450138000.0","-326645000.0","-224749000.0","-559798000.0","-25434000.0","-723750000.0","-96184000.0","64591000.0","710107000.0","-188568000.0","-181126000.0","-100799000.0","327545000.0","-255160000.0","-81881000.0","5020000.0","172800000.0","408361000.0","218470000.0","-749763000.0","-496848000.0","460744000.0","104882000.0"
"Tangible Asset Value","1244285000.0","1793537000.0","1659591000.0","1171683000.0","1272691000.0","1942583000.0","1945786000.0","1370181000.0","2758051000.0","3641447000.0","3492651000.0","2213063000.0","3064084000.0","3901790000.0","2759182000.0","2535488000.0","3046766000.0","3818558000.0","3209002000.0","3187045000.0","2891643000.0","3945337000.0","4151046000.0","3276004000.0","3205406000.0","4579960000.0","4578063000.0","3067041000.0","3174811000.0","4026439000.0","6195124000.0","3732367000.0","3314122000.0","4123494000.0","6059343000.0","4455911000.0","3754742000.0","4644743000.0","10410327000.0","5937877000.0"
