"","42945.0","42854.0","42763.0","42672.0","42581.0","42490.0","42399.0","42308.0","42217.0","42119.0","42028.0","41937.0","41846.0","41755.0","41664.0","41573.0","41482.0","41391.0","41300.0","41209.0","41118.0","41027.0","40936.0","40845.0","40754.0","40663.0","40572.0","40481.0","40390.0","40292.0","40201.0","40110.0","40019.0","39928.0","39837.0","39746.0","39655.0","39564.0","39473.0","39382.0"
"Book Value per Share","14.831","14.861","14.631","14.756","14.855","15.103","14.292","13.837","15.226","15.297","14.717","14.814","14.78","14.76","14.404","14.264","13.817","13.773","13.226","13.083","13.003","12.99","12.686","12.477","13.274","13.278","13.149","12.658","12.484","12.134","11.63","11.147","10.665","10.06","9.532","9.05","8.947","8.198","9.746","11.122"
"Tangible Book Value per Share","24.258","24.181","24.769","24.116","22.942","22.993","23.267","21.286","28.871","25.462","18.525","18.302","18.472","18.024","18.83","18.508","17.299","16.409","15.814","15.396","16.007","16.214","15.466","12.25","12.966","13.121","12.544","12.898","11.957","11.93","11.192","10.622","10.562","9.884","9.639","10.102","10.56","9.746","7.892","8.847"
"FCF per Share","-0.565","1.767","0.365","0.033","-0.92","2.302","-0.513","-0.835","-0.117","0.88","0.462","0.168","0.53","0.424","0.433","0.595","0.154","1.108","0.398","0.655","0.538","0.83","1.004","0.358","0.489","0.541","1.667","-0.406","0.114","0.842","0.787","0.03","0.329","0.356","0.08","0.164","0.179","0.633","0.389","0.379"
"Interest Debt per Share","12.6","11.425","12.82","12.5284","11.9708","11.0899","13.0566","11.4781","17.3478","7.2997","7.3349","7.3379","7.299","7.2713","8.506","8.509","8.5126","7.1606","7.5884","7.473","8.0925","8.0289","7.9809","4.8428","4.5425","4.467","4.4494","4.426","4.4109","4.4192","4.4297","4.4365","4.5632","4.6384","4.9994","5.5811","5.5563","5.3441","1.4182","1.325"
"Cash per Share","1.0689","1.012","1.285","1.1584","0.9426","1.4399","1.0248","0.9688","1.875","3.5083","2.9312","2.8833","2.625","2.6569","4.1934","5.106","5.9724","4.99","4.626","4.8249","5.5291","5.4198","5.0523","2.2221","3.234","3.307","3.2886","2.7715","2.5073","2.8669","2.2594","1.4379","1.4847","1.3403","1.3763","2.1857","2.809","2.5142","1.2773","2.5395"
"Debt to Equity Ratio","0.8496","0.7688","0.8762","0.8491","0.8059","0.7343","0.9135","0.8295","1.1393","0.4772","0.4984","0.4953","0.4938","0.4926","0.5905","0.5966","0.6161","0.5199","0.5738","0.5712","0.6224","0.6181","0.6291","0.3881","0.3422","0.3364","0.3384","0.3497","0.3533","0.3642","0.3809","0.398","0.4279","0.4611","0.5245","0.6167","0.621","0.6519","0.1455","0.1191"
"Total Debt To Total Assets","0.3365","0.3056","0.3379","0.3325","0.3266","0.3007","0.3501","0.3276","0.4069","0.2453","0.2525","0.2537","0.2501","0.2531","0.289","0.2916","0.3114","0.2703","0.2938","0.2958","0.3148","0.3103","0.3189","0.2273","0.2085","0.2047","0.2097","0.2059","0.2145","0.2167","0.226","0.2329","0.2397","0.2564","0.2804","0.3104","0.3081","0.3155","0.0985","0.0868"
"Interest Coverage","5.208","8.5538","3.8876","8.0643","6.6699","10.6508","9.0097","4.5048","5.949","12.8185","10.1222","9.9286","9.0477","7.8719","10.5205","8.7123","9.4227","12.2003","9.9762","8.6057","8.7029","10.9384","10.7946","13.4889","13.0979","16.531","14.5241","14.7027","13.448","16.2765","14.9671","13.6968","11.943","13.4507","13.1139","10.1761","10.1508","19.3949","41.9215","34.2312"
"Current Ratio","2.013","1.995","1.893","1.936","2.02","2.107","1.869","2.087","2.596","2.723","2.638","2.723","2.479","2.605","2.267","2.351","2.743","3.035","2.818","2.951","2.716","2.65","3.714","2.916","3.371","3.349","3.599","2.94","3.445","3.255","3.254","3.228","2.751","2.805","2.49","2.198","2.22","2.114","1.753","2.766"
"Income Quality","-1.4921","2.8425","1.7386","0.3819","-1.8706","3.701","-0.595","-1.6481","0.1826","1.6213","1.0917","0.5509","1.3675","0.8278","0.9925","1.7138","0.4603","1.8857","0.8603","1.6126","1.2571","1.4884","2.0633","1.0697","1.3725","1.1348","3.7168","-0.6972","0.422","1.8179","1.7427","0.1746","1.0395","0.9539","0.2784","0.538","0.7092","1.5385","0.9823","1.0364"
"Payout Ratio","0.788","0.4","0.923","0.5","0.585","0.348","0.373","0.611","0.733","0.333","0.364","0.37","0.392","0.357","0.286","0.381","0.356","0.258","0.264","0.318","0.311","0.241","0.24","0.279","0.286","0.222","0.213","0.222","0.222","0.192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
