"","42946.0","42855.0","42764.0","42673.0","42582.0","42491.0","42400.0","42309.0","42218.0","42127.0","42036.0","41945.0","41854.0","41763.0","41672.0","41581.0","41490.0","41399.0","41308.0","41210.0","41119.0","41028.0","40937.0","40846.0","40755.0","40664.0","40573.0","40482.0","40391.0","40300.0","40209.0","40118.0","40027.0","39936.0","39845.0","39754.0","39663.0","39572.0","39481.0","39390.0"
"Book Value per Share","65.452","62.338","60.613","59.758","59.408","59.824","55.552","55.069","53.328","53.855","52.932","55.633","55.013","54.492","53.113","53.433","50.196","50.937","46.04","43.177","39.506","41.113","40.164","41.076","40.217","39.819","36.437","36.393","32.624","29.137","22.587","22.141","20.448","19.876","19.402","21.202","20.19","19.55","16.929","19.667"
"Tangible Book Value per Share","52.735","47.938","50.312","48.783","48.131","43.113","46.471","45.826","44.881","43.999","45.896","47.386","48.895","48.246","49.21","50.147","50.022","50.048","45.18","36.889","35.09","34.493","35.077","35.56","34.865","33.191","35.248","36.419","32.851","30.103","22.833","22.388","21.246","20.661","21.014","22.831","21.496","21.005","19.65","21.531"
"FCF per Share","2.058","-1.449","3.719","1.34","3.212","0.78","5.085","-0.036","2.542","0.144","4.644","1.006","2.06","-1.242","3.743","-0.843","1.469","-2.237","2.982","0.322","2.347","-0.575","3.926","-0.172","1.648","-0.656","2.577","0.264","1.709","-0.875","2.49","-0.121","1.857","-0.54","2.804","-0.888","1.68","-0.65","2.522","-0.345"
"Interest Debt per Share","41.1543","40.9139","40.5774","41.4302","41.7728","38.871","38.9793","40.5","40.5918","42.0795","43.0135","45.6093","47.449","49.95","48.6386","52.3704","52.8489","55.3227","32.7052","26.5649","26.3712","28.7984","28.3384","31.1505","31.9646","33.7933","35.3379","38.0377","37.6429","7.6939","7.7235","7.7371","7.7454","7.76","7.7619","7.7645","7.7726","7.7829","7.0732","7.0758"
"Cash per Share","7.186","6.2772","9.2108","8.2564","9.173","4.4921","6.7898","4.4813","5.6439","5.0808","5.8132","4.4312","5.5993","6.2406","7.2676","6.6505","7.7591","9.2246","12.6293","3.9211","3.7219","3.4675","3.4492","2.3682","4.2675","4.3973","7.4397","7.4064","7.168","15.2418","9.2949","6.9052","7.1643","5.4768","6.3749","3.839","5.0675","3.5885","4.7783","5.9615"
"Debt to Equity Ratio","0.6288","0.6563","0.6695","0.6933","0.7032","0.6498","0.7017","0.7354","0.7612","0.7813","0.8126","0.8198","0.8625","0.9166","0.9158","0.9801","1.0528","1.0861","0.7104","0.6153","0.6675","0.7005","0.7056","0.7584","0.7948","0.8487","0.9698","1.0452","1.1538","0.2641","0.3419","0.3495","0.3788","0.3904","0.4","0.3662","0.385","0.3981","0.4178","0.3598"
"Total Debt To Total Assets","0.2797","0.2932","0.2906","0.3003","0.3021","0.2902","0.2993","0.3123","0.3157","0.3261","0.3276","0.3336","0.3373","0.3531","0.343","0.3666","0.3714","0.3861","0.2988","0.2683","0.2758","0.2923","0.2837","0.304","0.3114","0.3307","0.3492","0.3672","0.3847","0.1464","0.1708","0.1734","0.1789","0.1821","0.1816","0.1749","0.1817","0.1852","0.1839","0.1774"
"Interest Coverage","5.89","3.7895","5.0915","6.4103","4.9349","9.8829","6.2","8.9648","5.3185","5.7573","0.2134","8.375","4.5857","2.0451","3.4456","5.2463","1.7717","0.4259","3.4556","8.4269","5.3744","5.2971","3.3698","6.2178","4.2087","3.6125","2.3865","4.2843","-1.0997","-2.6784","6.2987","10.8331","6.1879","5.9311","-5.7771","10.3609","6.6818","10.0808","6.7588","12.6827"
"Current Ratio","1.797","1.927","1.84","2.173","2.117","1.812","1.836","2.023","1.984","2.138","1.951","2.079","1.867","1.996","1.932","2.355","2.147","2.369","2.096","1.677","1.64","1.76","1.666","1.801","1.77","1.938","1.971","2.188","2.094","3.463","2.742","2.688","2.471","2.691","2.475","2.51","2.764","2.711","2.322","3.042"
"Income Quality","2.0702","-0.6378","3.7577","1.3288","3.3138","0.4719","3.8115","0.2934","2.5695","0.5294","9.033","0.681","1.7518","-1.4561","-10.0373","-0.0417","-33.1481","13.1359","3.5216","0.4656","2.3111","-0.0053","3.9064","0.2882","2.2555","-0.1651","4.1831","0.4398","-1.9475","1.4705","4.9323","0.0033","3.8585","-0.8748","-4.2283","-0.5214","3.8742","-0.1225","5.8074","0.1349"
"Payout Ratio","0.026","0.044","0.031","0.025","0.036","0.014","0.024","0.015","0.032","0.029","0.065","0.015","0.026","0.093","-0.085","0.017","-0.571","-0.308","0.036","0.017","0.032","0.03","0.035","0.025","0.043","0.049","0.05","0.028","-0.037","-0.075","0.075","0.025","0.078","0.083","-0.054","0.038","0.07","0.044","0.07","0.037"
"Intangible Assets out of Total Assets","0.6416","0.6565","0.6397","0.6464","0.6519","0.6781","0.6432","0.6466","0.6509","0.659","0.6504","0.6534","0.6524","0.659","0.653","0.649","0.6485","0.6507","0.5872","0.6275","0.6331","0.6499","0.6488","0.653","0.6604","0.6752","0.6517","0.6484","0.6643","0.4273","0.4951","0.4982","0.5092","0.5151","0.5083","0.4856","0.4976","0.5002","0.489","0.4601"
"Selling, General and Administrative Expense of Revenue","0.4679","0.4867","0.4644","0.409","0.4524","0.4511","0.4253","0.3945","0.4563","0.4336","0.5152","0.3998","0.4534","0.4375","0.4432","0.4105","0.479","0.4687","0.4713","0.3842","0.4409","0.4222","0.4344","0.3827","0.4426","0.4323","0.4609","0.4057","0.4755","0.4639","0.4142","0.3545","0.4049","0.3995","0.5355","0.3503","0.4179","0.3677","0.41","0.325"
"Research and Development Expense of Revenue","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Working Capital","1302300000.0","1277000000.0","1314800000.0","1591700000.0","1550800000.0","1133300000.0","1277300000.0","1398500000.0","1346700000.0","1396400000.0","1357700000.0","1488000000.0","1390400000.0","1460900000.0","1446200000.0","1761900000.0","1639600000.0","1766400000.0","1274559000.0","772153000.0","710545000.0","746060000.0","695364000.0","797028000.0","775509000.0","808863000.0","904034000.0","1029562000.0","870706000.0","978919000.0","632002000.0","601500000.0","527201000.0","533215000.0","515191000.0","527812000.0","518365000.0","499172000.0","476071000.0","660197000.0"
"Tangible Asset Value","4105200000.0","3748900000.0","3988000000.0","3913800000.0","3891700000.0","3504100000.0","3808100000.0","3782600000.0","3711300000.0","3631100000.0","3784200000.0","3904300000.0","4026500000.0","3966000000.0","4016600000.0","4090600000.0","4054500000.0","4049100000.0","3191795000.0","2602451000.0","2470021000.0","2373571000.0","2371508000.0","2402290000.0","2350392000.0","2226348000.0","2362834000.0","2416476000.0","2178459000.0","1563433000.0","1181309000.0","1156234000.0","1096038000.0","1063876000.0","1081780000.0","1174913000.0","1105037000.0","1078335000.0","1110015000.0","1215814000.0"
