"","42944.0","42853.0","42762.0","42671.0","42580.0","42489.0","42398.0","42307.0","42216.0","42118.0","42027.0","41936.0","41845.0","41754.0","41663.0","41572.0","41481.0","41390.0","41299.0","41208.0","41117.0","41026.0","40935.0","40844.0","40753.0","40662.0","40571.0","40480.0","40389.0","40298.0","40207.0","40116.0","40025.0","39927.0","39836.0","39745.0","39654.0","39563.0","39472.0","39381.0"
"Book Value per Share","10.252","10.335","9.832","10.032","10.007","10.109","10.611","10.16","9.868","11.013","11.244","10.885","11.878","11.513","11.538","12.094","11.451","13.159","12.865","12.161","11.952","11.809","11.217","10.52","10.329","10.158","9.631","8.932","8.087","7.316","6.816","6.247","5.827","5.39","4.642","4.703","4.301","4.966","4.823","4.464"
"Tangible Book Value per Share","28.793","28.543","26.401","24.921","24.882","28.705","26.352","25.704","25.02","26.723","25.956","25.462","25.936","24.64","23.207","23.652","22.411","28.1","26.965","23.358","22.634","23.078","21.257","20.252","19.554","20.93","19.164","17.995","16.645","16.734","15.4","14.4","13.733","14.072","13.55","13.212","12.643","9.64","9.051","8.119"
"FCF per Share","0.793","1.216","0.693","0.367","0.688","1.446","1.072","0.337","0.299","1.158","0.788","1.038","0.489","0.956","0.807","0.94","0.628","1.093","0.708","0.744","0.457","1.261","0.494","0.766","0.384","1.051","0.79","0.87","0.389","1.261","0.425","0.726","0.04","0.184","0.562","0.55","0.52","0.671","0.678","0.534"
"Interest Debt per Share","8.8444","7.4089","6.8759","5.3669","5.3441","8.207","5.0853","5.0646","4.8947","4.7968","4.7907","4.6994","4.6257","3.0103","2.9322","2.9205","2.835","6.2828","6.2242","3.3961","3.321","3.4788","3.2995","3.2526","3.4161","3.445","3.1187","3.1339","3.1595","3.1844","3.1913","3.2017","3.1891","3.1864","3.8447","4.0644","4.1808","0.5041","0.8098","0.8372"
"Cash per Share","10.9296","9.0855","8.0766","7.6007","8.2222","10.0632","8.5154","7.4762","7.6447","6.2","8.1401","9.1358","9.3858","6.9656","6.3427","6.6349","5.1205","9.1411","8.5722","5.0188","4.1775","4.2624","6.7191","6.2766","6.8679","7.509","5.2615","4.9321","4.5743","4.9292","5.7874","5.1347","5.3345","4.5142","5.1986","3.5838","5.1078","2.735","2.4461","1.9955"
"Debt to Equity Ratio","0.8627","0.7169","0.6993","0.535","0.534","0.8119","0.4793","0.4985","0.496","0.4356","0.4261","0.4317","0.3894","0.2615","0.2541","0.2415","0.2476","0.4775","0.4838","0.2793","0.2779","0.2946","0.2941","0.3092","0.3307","0.3391","0.3238","0.3509","0.3907","0.4353","0.4682","0.5125","0.5473","0.5911","0.8282","0.8641","0.972","0.1015","0.1679","0.1875"
"Total Debt To Total Assets","0.2488","0.2099","0.2081","0.1703","0.1697","0.233","0.1696","0.1724","0.1711","0.1582","0.1619","0.1628","0.1577","0.1075","0.1106","0.1082","0.1103","0.2003","0.2059","0.1287","0.1293","0.1327","0.1348","0.1383","0.1498","0.1488","0.1465","0.1555","0.1675","0.1696","0.1825","0.1937","0.2007","0.1959","0.2438","0.262","0.2801","0.0424","0.0738","0.0837"
"Interest Coverage","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-6.6397","35.2687","30.5692","6.5939","-1.9655","8.325","7.4495","4.7286","11.725","8.7725","12.2134","9.6134","11.5635","12.1947","11.8763","10.1935","9.7234","7.478","6.9218","4.0833","2.347","-4.5957","3.3768","5.213","62.5428","33.2575","78.2312"
"Current Ratio","1.469","1.504","1.469","2.065","2.069","1.761","2.449","2.479","2.467","2.5","2.631","2.605","2.811","2.402","2.57","2.665","2.662","2.198","2.223","1.927","1.948","1.939","2.859","2.747","1.841","1.887","2.882","2.797","2.759","2.374","2.389","2.333","2.284","2.048","2.023","2.18","2.115","1.462","1.565","1.566"
"Income Quality","1.8382","1.9211","1.6096","1.4495","3.5625","-43.125","2.3203","1.2719","-4.3","2.9333","1.5537","2.3813","2.4545","1.8729","1.7272","2.1733","3.5025","2.6214","2.3093","3.0693","3.5925","3.2241","2.2508","2.2355","1.7247","2.8568","1.9013","2.0285","1.1765","3.2686","1.8063","2.7931","0.7389","2.8572","-2.8913","4.8182","7.2055","3.267","2.8188","2.7182"
"Payout Ratio","0.4","0.271","0.358","0.487","0.826","-9.0","0.346","0.462","-1.8","0.395","0.298","0.34","0.63","0.254","0.263","0.306","0.652","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Intangible Assets out of Total Assets","0.1901","0.1912","0.2011","0.2093","0.21","0.1849","0.1211","0.1248","0.1254","0.1188","0.123","0.1177","0.1156","0.1204","0.1249","0.1238","0.1279","0.104","0.1079","0.115","0.1191","0.1197","0.1318","0.1391","0.1427","0.0957","0.0995","0.1072","0.1174","0.1087","0.1191","0.1287","0.1357","0.135","0.141","0.1484","0.1529","0.1892","0.1755","0.1884"
"Selling, General and Administrative Expense of Revenue","0.3721","0.3207","0.317","0.3634","0.3841","0.3754","0.3521","0.3612","0.4277","0.3513","0.3514","0.3636","0.3694","0.3326","0.3387","0.3542","0.3536","0.3405","0.3434","0.36","0.3797","0.3228","0.3451","0.3445","0.3565","0.3722","0.3562","0.3573","0.3557","0.3677","0.3785","0.3931","0.4308","0.3859","0.4591","0.3895","0.4058","0.3672","0.3641","0.3722"
"Research and Development Expense of Revenue","0.1457","0.129","0.1289","0.1493","0.16","0.1457","0.1443","0.1495","0.1828","0.1513","0.1483","0.1484","0.1531","0.1403","0.143","0.1472","0.1504","0.1418","0.1323","0.1452","0.1533","0.1302","0.1331","0.1325","0.1362","0.1236","0.1287","0.1252","0.1296","0.1226","0.1278","0.1455","0.1555","0.1421","0.1644","0.1377","0.1443","0.1333","0.1264","0.1375"
