"","42945.0","42854.0","42763.0","42672.0","42581.0","42490.0","42399.0","42308.0","42217.0","42126.0","42035.0","41944.0","41853.0","41762.0","41671.0","41580.0","41489.0","41398.0","41307.0","41209.0","41118.0","41027.0","40936.0","40845.0","40754.0","40663.0","40572.0","40481.0","40390.0","40299.0","40208.0","40117.0","40026.0","39935.0","39844.0","39753.0","39662.0","39571.0","39480.0","39389.0"
"Book Value per Share","14.394","14.133","14.139","12.29","13.132","13.375","13.529","12.01","14.399","15.264","15.575","15.153","16.111","16.619","16.959","14.464","15.261","15.337","15.308","13.82","14.288","14.482","14.132","13.701","13.972","13.423","13.059","11.458","11.464","11.128","11.052","10.687","10.816","10.83","11.047","23.041","23.392","23.353","22.881","21.844"
"Tangible Book Value per Share","46.597","50.115","50.564","54.716","49.634","50.722","51.421","52.776","46.194","48.631","49.498","51.44","45.365","46.433","47.085","48.288","42.082","43.012","42.216","44.611","39.313","40.676","42.289","41.937","37.836","37.867","38.375","40.911","37.993","38.491","40.091","42.523","38.862","40.138","42.046","45.26","43.056","41.96","41.167","45.413"
"FCF per Share","0.529","0.503","5.879","-1.355","1.255","-0.657","4.908","-1.085","0.229","-0.545","4.721","-0.357","0.902","-0.044","4.152","-0.173","0.433","0.48","2.558","0.124","0.407","0.178","3.082","-0.45","0.853","-0.054","2.293","-0.14","0.879","-0.493","2.936","-0.295","0.735","-0.169","3.127","-1.367","0.82","-0.186","4.005","-0.992"
"Interest Debt per Share","20.745","22.1029","22.4785","24.317","24.741","24.574","24.2932","23.968","21.5035","21.4135","21.1679","20.4063","20.0093","19.5342","19.4772","19.1287","18.0215","17.7777","17.5321","17.2413","16.822","16.7002","18.4792","16.2861","16.5805","16.7175","17.5334","17.95","19.1942","19.4244","20.6597","20.7123","20.7435","21.0521","23.0619","23.3838","24.6791","23.1816","22.5249","24.7527"
"Cash per Share","2.5714","3.9473","4.2431","1.4815","3.2426","2.3634","3.5277","1.4321","2.5059","4.4234","6.5047","2.9678","4.5224","5.1165","6.1686","3.1124","3.7117","4.5003","4.6449","3.1402","3.8824","4.5393","6.7338","2.5684","3.5031","2.7186","3.4571","1.6916","2.8618","2.3272","4.0046","1.3816","1.4076","0.9986","3.2932","0.7134","3.0751","0.8712","1.3465","0.6343"
"Debt to Equity Ratio","1.4413","1.564","1.5898","1.9786","1.884","1.8373","1.7957","1.9957","1.4934","1.4029","1.3591","1.3467","1.2419","1.1754","1.1485","1.3225","1.1809","1.1591","1.1453","1.2475","1.1774","1.1532","1.3076","1.1887","1.1867","1.2454","1.3427","1.5666","1.6743","1.7455","1.8693","1.9381","1.9178","1.9438","2.0876","1.0149","1.055","0.9927","0.9845","1.1332"
"Total Debt To Total Assets","0.34","0.3424","0.3461","0.3526","0.3872","0.3786","0.3712","0.3625","0.3624","0.3476","0.3427","0.3215","0.35","0.3365","0.332","0.3206","0.3384","0.3289","0.3301","0.3116","0.338","0.327","0.3511","0.3124","0.345","0.347","0.3599","0.3499","0.3964","0.3968","0.4084","0.3904","0.4197","0.4151","0.438","0.3402","0.3707","0.3531","0.351","0.3617"
"Interest Coverage","3.1951","2.5581","9.3068","1.3415","1.2245","2.8081","9.9787","3.2375","4.6489","4.3053","13.8866","4.3608","5.6634","4.43","13.6263","3.7216","5.5155","4.4845","12.1845","3.1346","5.2762","3.469","11.789","2.6789","4.5268","2.8291","9.6218","1.0783","2.8321","1.2515","6.2878","0.4101","1.773","-0.7832","-31.9595","0.5033","1.8231","0.2535","8.3878","1.255"
"Current Ratio","1.422","1.351","1.35","1.218","1.318","1.38","1.336","1.25","1.628","1.651","1.691","1.372","1.518","1.666","1.517","1.33","1.453","1.551","1.552","1.371","1.522","1.488","1.401","1.241","1.326","1.278","1.382","1.208","1.349","1.262","1.542","1.293","1.425","1.401","1.315","1.121","1.163","1.13","1.18","1.047"
"Income Quality","2.6034","3.2958","3.1432","-14.8235","50.1818","0.069","3.136","-1.0169","1.5899","0.2746","2.3556","0.4839","1.9247","0.7768","2.1332","0.8757","1.3025","1.3733","1.7671","1.731","1.3369","1.4641","1.9678","0.2878","2.1577","0.5115","1.7391","5.8","2.9728","-6.4783","3.0202","0.4","60.4286","0.0341","-0.3264","6.25","7.8219","-0.3559","2.5693","-3.8485"
"Payout Ratio","1.0","1.652","0.245","7.6","12.667","0.973","0.214","1.0","0.554","0.544","0.137","0.5","0.383","0.41","0.116","0.532","0.342","0.357","0.11","0.556","0.294","0.465","0.057","0.303","0.179","0.161","0.032","2.5","0.143","1.0","0.048","-0.625","2.5","-0.238","-0.012","-1.3","0.765","-0.929","0.077","1.625"
"Intangible Assets out of Total Assets","0.2363","0.2237","0.2214","0.2066","0.2232","0.2186","0.2144","0.2018","0.2214","0.2107","0.1987","0.1895","0.2065","0.2","0.1975","0.1906","0.2098","0.2041","0.205","0.1937","0.2102","0.2036","0.1965","0.1954","0.2126","0.2141","0.2123","0.2025","0.2153","0.2138","0.2076","0.1986","0.2136","0.2086","0.2015","0.3415","0.3533","0.3608","0.3586","0.3364"
"Selling, General and Administrative Expense of Revenue","0.3561","0.3395","0.2586","0.3681","0.349","0.3407","0.2488","0.335","0.3372","0.3246","0.2482","0.324","0.323","0.3185","0.2501","0.3344","0.3295","0.3196","0.2567","0.3421","0.3284","0.3248","0.2652","0.3448","0.3327","0.335","0.2715","0.368","0.3527","0.3576","0.2818","0.3853","0.3604","0.3762","0.2843","0.3796","0.3562","0.3659","0.2655","0.3591"
"Research and Development Expense of Revenue","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Working Capital","1947000000.0","1968000000.0","1979000000.0","1577000000.0","1739000000.0","2033000000.0","1924000000.0","1817000000.0","2744000000.0","3221000000.0","3505000000.0","2590000000.0","2661000000.0","3400000000.0","2962000000.0","2374000000.0","2344000000.0","2865000000.0","2801000000.0","2479000000.0","2532000000.0","2634000000.0","2514000000.0","1741000000.0","1751000000.0","1506000000.0","1908000000.0","1347000000.0","1665000000.0","1339000000.0","2420000000.0","1703000000.0","1732000000.0","1762000000.0","1614000000.0","852000000.0","968000000.0","732000000.0","964000000.0","357000000.0"
