"","42978.0","42886.0","42794.0","42704.0","42613.0","42521.0","42429.0","42338.0","42247.0","42155.0","42063.0","41973.0","41882.0","41790.0","41698.0","41608.0","41517.0","41425.0","41333.0","41243.0","41152.0","41060.0","40968.0","40877.0","40786.0","40694.0","40602.0","40512.0","40421.0","40329.0","40237.0","40147.0","40056.0","39964.0","39872.0","39782.0","39691.0","39599.0","39507.0","39416.0"
"Book Value per Share","32.215","31.231","30.304","32.724","30.486","28.496","27.529","26.856","26.116","25.042","24.153","23.518","22.411","21.521","20.841","21.443","19.243","18.638","18.21","17.889","17.282","16.793","14.427","14.419","14.282","14.186","14.147","14.106","13.527","13.378","13.171","13.329","13.729","15.471","15.37","16.337","21.363","22.017","23.02","23.858"
"Tangible Book Value per Share","71.639","70.876","68.602","71.547","69.856","69.153","67.144","68.552","69.038","67.715","63.991","62.965","60.118","58.677","56.39","57.986","57.072","54.547","54.34","54.285","51.334","49.422","46.986","48.953","46.657","46.537","45.974","47.515","44.77","44.606","43.169","39.901","40.449","45.396","44.664","46.244","51.212","51.342","53.253","56.82"
"FCF per Share","1.991","-1.113","0.229","2.32","0.805","0.09","-1.114","3.023","-0.514","-1.046","-3.714","0.631","-0.885","-1.623","-1.948","1.738","-2.123","-1.508","-1.681","0.347","-1.481","-0.434","-0.696","-0.803","-0.653","-0.034","0.052","0.436","-0.461","1.007","0.473","0.191","0.765","1.071","0.5","1.558","0.537","-0.491","5.284","3.55"
"Interest Debt per Share","23.556","24.5996","24.6417","21.3125","22.9187","24.7602","25.2299","23.8899","25.6375","25.7848","25.0348","22.7107","22.9555","22.9111","22.8202","21.5747","25.9864","25.0282","24.9549","24.128","22.6391","21.5748","21.6456","22.2391","20.9208","20.717","20.8883","21.0806","18.8287","19.0282","17.9017","15.0626","15.2121","16.6105","16.0346","15.8504","14.5581","14.3721","14.2557","14.3282"
"Cash per Share","2.4463","3.2161","2.7876","4.9188","2.6695","2.8266","2.4319","4.3115","2.9624","3.1742","2.8983","4.3635","3.897","4.6291","4.2518","4.8127","2.7139","4.3025","6.1725","6.5993","4.074","4.0626","4.6329","5.9716","4.6999","5.4743","5.9174","6.9849","5.7277","6.9517","5.1861","7.3085","7.6925","9.0794","6.8991","6.8529","5.4098","5.606","6.9662","4.2315"
"Debt to Equity Ratio","0.7312","0.7877","0.8132","0.6513","0.7518","0.8689","0.9165","0.8896","0.9817","1.0297","1.0365","0.9657","1.0243","1.0646","1.095","1.0061","1.3504","1.3429","1.3704","1.3487","1.31","1.2848","1.5003","1.5423","1.4648","1.4604","1.4765","1.4944","1.3919","1.4224","1.3592","1.1301","1.108","1.0737","1.0433","0.9702","0.6815","0.6528","0.6193","0.6006"
"Total Debt To Total Assets","0.3261","0.3442","0.356","0.2979","0.3281","0.358","0.3758","0.3485","0.3714","0.3808","0.3912","0.3607","0.3818","0.3905","0.4047","0.3721","0.4553","0.4588","0.4592","0.4445","0.441","0.4365","0.4607","0.4543","0.4484","0.4452","0.4544","0.4437","0.4206","0.4266","0.4147","0.3775","0.3761","0.3659","0.359","0.3428","0.2843","0.2799","0.2677","0.2522"
"Interest Coverage","0.0","0.0","0.0","357.3791","0.0","0.0","0.0","241.4141","114.4186","73.8764","43.9106","72.3781","32.8163","22.263","10.7729","13.561","9.4511","7.2498","3.0689","5.5893","4.2805","3.1166","1.541","1.7538","1.8839","1.656","2.1323","2.7069","2.7342","2.6379","0.0305","-12.0095","-6.5292","-7.5309","-11.8091","-2.441","0.0","0.0","0.0","-75.2977"
"Income Quality","1.9564","-1.1191","2.0831","1.6299","0.7306","0.1854","-1.4984","2.3749","-0.4204","-1.444","-6.3522","0.4484","-0.9946","-2.375","-5.0515","1.28","-3.3799","-2.0986","-5.5919","0.5297","-3.1765","-0.1797","-8.8485","-4.7411","-5.798","-0.3675","0.353","2.6582","-2.8496","4.6642","-13.7078","0.9538","-0.782","-1.3782","-0.5143","-0.3039","-0.9844","0.6428","-9.5734","-0.4507"
"Payout Ratio","0.038","0.044","0.25","0.029","0.038","0.04","0.059","0.03","0.037","0.045","0.071","0.033","0.046","0.06","0.105","0.048","0.065","0.056","0.133","0.062","0.087","0.017","0.5","0.25","0.364","0.571","0.267","0.235","0.25","0.19","-1.0","0.148","-0.041","-0.053","-0.041","-0.008","-0.286","-0.211","-0.286","-0.02"
"Intangible Assets out of Total Assets","0.0083","0.0082","0.0088","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
