"","42947.0","42855.0","42766.0","42674.0","42582.0","42490.0","42400.0","42308.0","42216.0","42124.0","42035.0","41943.0","41851.0","41759.0","41670.0","41578.0","41486.0","41394.0","41305.0","41213.0","41121.0","41029.0","40939.0","40847.0","40755.0","40663.0","40574.0","40482.0","40390.0","40298.0","40209.0","40117.0","40025.0","39933.0","39844.0","39752.0","39660.0","39568.0","39478.0","39386.0"
"Book Value per Share","5.268","6.629","3.054","3.628","4.535","4.856","2.437","3.864","8.388","8.379","8.26","10.234","10.8","11.401","7.87","7.722","11.77","12.02","9.432","9.274","9.365","9.61","7.485","7.87","8.691","9.31","7.377","8.275","8.927","9.102","7.185","7.1","7.941","8.07","6.336","6.028","6.41","6.34","5.564","5.506"
"Tangible Book Value per Share","10.704","14.25","11.852","10.081","11.422","14.012","11.422","9.125","13.004","13.285","11.825","11.234","13.14","14.585","11.496","9.236","13.637","11.737","9.159","7.101","10.891","10.492","9.906","8.82","10.113","11.399","9.24","8.829","9.582","10.58","8.459","7.412","8.637","9.741","7.717","6.699","8.334","7.915","7.46","6.403"
"FCF per Share","-1.331","6.859","0.957","-1.128","-1.383","6.058","-0.027","-0.949","-0.759","5.083","1.067","-0.605","-0.523","4.789","1.007","-0.823","-0.807","4.771","0.713","-0.726","-0.863","4.22","0.714","-0.513","-0.767","3.653","0.565","-0.839","-0.604","3.207","0.672","-0.537","-0.373","2.807","0.29","-0.827","-0.397","2.278","0.43","-0.671"
"Interest Debt per Share","1.8988","1.9531","4.4747","4.2636","3.9063","3.8911","4.7338","3.125","1.7986","1.8014","1.7509","1.7448","1.7509","1.757","1.757","1.7326","1.6633","1.6801","1.6858","1.6858","1.7031","1.6915","3.3636","3.33","3.3189","3.2937","3.2403","3.1582","3.1582","3.1783","3.1783","3.1188","3.0994","3.0998","3.1093","3.0899","3.0858","3.0857","3.0136","2.9559"
"Cash per Share","2.0584","5.2734","1.5253","1.3953","2.4922","5.0156","1.27","1.7426","2.9065","4.3069","1.6912","1.8951","2.9789","5.5423","2.2007","1.4479","3.3633","4.7542","1.348","0.7297","1.3413","2.9119","0.9327","1.11","2.3987","4.5182","1.4058","0.3544","0.6772","1.3694","1.0732","0.9781","2.1087","3.7951","1.0552","0.5249","1.2781","1.4579","0.695","0.4327"
"Debt to Equity Ratio","0.3604","0.2946","1.465","1.1752","0.8613","0.8013","1.9423","0.8088","0.2144","0.215","0.212","0.1705","0.1621","0.1541","0.2233","0.2244","0.1413","0.1398","0.1787","0.1818","0.1819","0.176","0.4494","0.4231","0.3819","0.3538","0.4393","0.3816","0.3538","0.3492","0.4424","0.4393","0.3903","0.3841","0.4907","0.5126","0.4814","0.4867","0.5416","0.5368"
"Total Debt To Total Assets","0.12","0.1006","0.263","0.2797","0.2353","0.2024","0.2863","0.2218","0.1006","0.0942","0.0951","0.099","0.0959","0.0889","0.1058","0.1227","0.091","0.0859","0.0981","0.111","0.1065","0.0975","0.2013","0.2133","0.1955","0.1793","0.2004","0.2019","0.192","0.1839","0.2089","0.2241","0.2068","0.1983","0.2274","0.2431","0.2139","0.2194","0.2283","0.2525"
"Interest Coverage","-2.3333","180.875","1.9091","-7.0","-5.8889","146.5","3.5556","-4.7143","-2.6667","130.2857","-13.2857","-16.0","-5.7143","187.125","-5.75","-3.25","-5.5714","156.25","13.0","-4.5","-2.25","93.1667","13.0","-5.2667","-2.6667","71.1333","7.8","-6.4","-3.1333","59.5333","11.6667","-5.875","-7.1333","64.25","9.6667","-6.4167","-7.1355","54.4521","14.1608","-2.4972"
"Current Ratio","0.728","0.904","0.599","0.579","0.717","0.807","0.625","0.756","1.468","1.349","1.222","1.792","1.844","2.043","1.42","1.691","1.872","1.746","1.198","1.242","1.204","1.468","1.059","1.149","1.249","1.294","1.346","1.769","1.88","1.832","1.415","1.604","1.815","1.695","1.27","1.202","1.209","1.172","1.338","1.656"
