"","42945.0","42854.0","42763.0","42672.0","42581.0","42490.0","42399.0","42308.0","42217.0","42126.0","42035.0","41944.0","41853.0","41762.0","41671.0","41580.0","41489.0","41398.0","41307.0","41209.0","41118.0","41027.0","40936.0","40845.0","40754.0","40663.0","40572.0","40481.0","40390.0","40299.0","40208.0","40117.0","40026.0","39935.0","39844.0","39753.0","39662.0","39571.0","39480.0","39389.0"
"Book Value per Share","7.456","7.173","7.224","6.832","6.43","6.337","6.378","6.426","6.405","6.838","7.052","6.609","6.711","6.822","6.82","6.384","7.389","6.813","6.118","6.572","5.963","6.17","5.622","5.286","5.764","6.468","6.733","6.984","6.698","7.346","7.14","7.136","6.808","6.532","6.232","6.1","5.891","5.884","5.729","5.85"
"Tangible Book Value per Share","19.284","18.574","18.93","20.068","19.44","18.862","18.729","19.227","17.475","17.803","18.18","18.1","17.49","17.292","17.481","16.816","16.923","16.032","15.793","16.647","15.763","15.485","15.147","15.223","14.402","13.768","11.658","12.424","11.313","11.894","11.657","12.077","11.055","10.39","10.744","11.546","10.742","10.434","10.507","10.893"
"FCF per Share","0.582","-0.048","1.935","-0.118","1.093","0.073","1.602","-0.276","0.671","0.145","1.913","-0.144","0.998","0.789","1.267","-0.164","0.72","0.442","1.059","0.214","0.94","0.442","1.21","-0.151","0.358","0.178","1.096","0.371","0.108","0.332","0.969","0.49","0.646","0.2","0.658","0.233","0.407","0.085","1.227","0.188"
"Interest Debt per Share","3.1595","3.2957","3.2662","4.3709","4.3844","4.3769","4.3383","4.3153","3.2326","3.2114","3.1986","3.1944","3.1731","3.1303","3.1047","2.6933","2.6645","2.6875","2.6342","2.5946","3.321","3.3231","3.398","3.2962","3.0424","2.1424","0.005","0.0048","0.0","0.0","0.0","0.0","0.0","0.0","0.071","0.2652","0.2622","0.2565","0.252","0.2386"
"Cash per Share","4.0734","3.9674","4.4353","3.8145","4.2236","3.299","3.4336","2.5665","2.5012","2.9311","3.5816","2.2083","3.4579","3.4697","3.363","2.1512","4.1132","3.4698","3.0867","3.5759","4.1955","4.0327","3.8469","2.7674","3.8819","4.1458","2.5759","2.2556","2.0944","3.0778","3.4277","3.1132","2.9139","2.4878","2.4943","2.141","2.2859","2.4284","2.3619","1.9467"
"Debt to Equity Ratio","0.4238","0.4595","0.4521","0.6398","0.6819","0.6907","0.6802","0.6715","0.5047","0.4696","0.4536","0.4834","0.4728","0.4588","0.4553","0.4219","0.3606","0.3945","0.4305","0.3948","0.5569","0.5386","0.6044","0.6235","0.5278","0.3312","0.0007","0.0007","0.0","0.0","0.0","0.0","0.0","0.0","0.0114","0.0435","0.0445","0.0436","0.044","0.0408"
"Total Debt To Total Assets","0.1638","0.1774","0.1725","0.2178","0.2255","0.2321","0.2316","0.2244","0.185","0.1804","0.1759","0.1765","0.1814","0.181","0.1776","0.1602","0.1574","0.1676","0.1668","0.1559","0.2107","0.2146","0.2243","0.2165","0.2112","0.1556","0.0004","0.0004","0.0","0.0","0.0","0.0","0.0","0.0","0.0066","0.023","0.0244","0.0246","0.024","0.0219"
"Interest Coverage","28.4375","13.5263","16.8333","19.6","15.6111","11.7368","19.8889","21.8421","21.7647","77.4","26.1","29.2105","29.8947","26.0588","26.2","27.4762","27.4737","531.0","30.2","23.6818","19.4091","17.2174","15.5833","15.7727","15.2273","64.5","-297.5","168.3333","399.0","49.5","294.5","501.0","-375.0","-175.5","0.0","80.6","63.8333","35.0","87.6","395.0"
"Current Ratio","1.775","1.789","1.759","1.602","1.547","1.544","1.572","1.576","1.807","1.894","1.932","1.714","1.876","1.961","1.812","1.669","2.013","1.965","1.763","1.839","2.029","2.164","2.025","1.835","2.169","2.33","1.874","1.856","1.998","2.231","2.189","2.043","2.169","2.237","1.856","1.603","1.685","1.743","1.679","1.791"
"Income Quality","1.4576","0.6364","4.1773","0.3235","4.528","1.3228","4.0187","0.371","1.968","0.8828","3.1818","0.3362","1.4548","1.9731","2.4495","0.2849","1.6535","1.0691","2.0256","0.8279","2.4938","1.5622","3.3257","0.4093","1.7354","0.9914","2.2137","1.3069","0.9017","1.0894","2.2045","1.4072","2.2719","0.9395","2.3786","1.1057","1.6856","0.7068","4.0679","1.4034"
