"","42946.0","42855.0","42764.0","42673.0","42582.0","42491.0","42400.0","42302.0","42211.0","42120.0","42029.0","41938.0","41847.0","41756.0","41665.0","41574.0","41483.0","41392.0","41301.0","41210.0","41119.0","41028.0","40937.0","40846.0","40755.0","40664.0","40573.0","40482.0","40391.0","40300.0","40209.0","40111.0","40020.0","39929.0","39838.0","39747.0","39656.0","39565.0","39474.0","39383.0"
"Book Value per Share","8.138","7.618","7.131","6.664","6.296","5.898","6.255","6.446","6.533","6.789","6.595","6.444","6.309","6.147","6.004","5.882","5.781","5.734","5.961","5.94","6.634","6.752","6.659","6.702","6.488","6.198","5.921","5.649","5.431","5.443","5.326","5.303","5.26","5.328","5.535","5.641","5.584","5.683","5.439","5.458"
"Tangible Book Value per Share","14.248","13.377","10.576","9.861","9.024","8.179","8.124","9.521","7.402","7.661","7.242","7.305","7.043","6.779","6.507","6.345","6.076","5.991","5.755","5.935","6.341","6.574","6.315","9.379","9.518","7.867","7.3","6.987","6.783","6.518","6.18","6.053","6.061","6.18","6.687","7.057","6.962","6.883","6.549","6.477"
"FCF per Share","1.201","0.762","0.54","0.655","0.86","0.39","0.121","0.354","0.233","0.19","0.009","0.302","0.426","0.306","0.269","-0.025","0.269","0.143","-0.028","0.304","0.486","0.438","0.111","0.577","0.383","0.49","0.332","0.367","0.196","0.358","0.238","0.134","0.101","0.022","-0.195","0.067","0.184","0.597","0.23","0.43"
"Interest Debt per Share","4.9514","4.9184","2.8989","2.8855","3.0868","3.0036","2.9171","3.8459","1.267","1.5829","1.5907","1.5946","1.5985","1.6012","1.6136","1.6149","1.6176","1.6176","1.6244","1.5977","1.5481","1.5105","1.5004","1.4829","1.4772","0.1553","0.1548","0.1537","0.1539","0.1536","0.1587","0.1509","0.1518","0.1519","0.1528","0.1514","0.1502","0.1509","0.1496","0.1429"
"Cash per Share","4.9281","4.5863","3.2384","3.145","2.6113","2.2192","2.5846","4.0618","2.1081","2.4935","2.393","2.4586","2.2381","2.0173","1.7778","1.4199","1.4505","1.2843","1.2713","1.1429","1.2164","1.3662","1.2941","4.5392","3.8073","1.9379","1.4909","1.3928","1.1674","1.1869","1.0425","1.1784","1.1667","1.1016","1.0278","1.0548","0.8445","0.8095","0.8865","0.8393"
"Debt to Equity Ratio","0.6084","0.6456","0.4065","0.433","0.4902","0.5092","0.4664","0.5966","0.1939","0.2331","0.2412","0.2475","0.2534","0.2605","0.2687","0.2745","0.2798","0.2821","0.2725","0.269","0.2334","0.2237","0.2253","0.2213","0.2277","0.0251","0.0262","0.0272","0.0283","0.0282","0.0298","0.0285","0.0289","0.0285","0.0276","0.0268","0.0269","0.0266","0.0275","0.0262"
"Total Debt To Total Assets","0.278","0.2907","0.205","0.2145","0.244","0.2557","0.2509","0.2967","0.1176","0.1433","0.1489","0.1478","0.1515","0.1551","0.1595","0.1616","0.1656","0.1664","0.1661","0.1608","0.1461","0.1403","0.1433","0.1405","0.1381","0.0171","0.0182","0.0187","0.0192","0.0198","0.0213","0.0211","0.0211","0.0208","0.0195","0.0184","0.0184","0.0187","0.0198","0.0192"
"Interest Coverage","17.5763","21.6364","21.2895","20.4737","15.8421","11.6757","8.4762","13.4063","16.625","17.2083","20.0","18.3043","16.4167","16.8696","13.6","9.0833","10.913","-2.75","1.75","-22.1304","13.5833","17.8261","7.625","15.2917","27.76","138.2","137.0","118.1667","36.6","78.4","24.8","35.3523","-14.1613","-74.6837","-32.8103","67.5887","50.9206","73.5932","86.6594","63.6685"
"Current Ratio","2.913","2.933","2.388","2.3","2.496","2.577","2.995","2.438","2.332","2.762","2.75","2.468","2.41","2.405","2.428","2.309","2.378","2.323","2.425","2.253","2.436","2.374","2.469","3.706","3.134","2.444","2.451","2.342","2.267","2.397","2.568","2.933","2.827","2.773","2.482","2.262","2.275","2.44","2.631","2.774"
"Income Quality","1.4768","1.0898","0.9189","1.3066","1.9426","1.5031","0.7238","1.4018","1.0152","0.8187","0.1724","1.5898","1.9402","1.6679","1.4704","0.1038","2.1667","-1.7364","0.4706","-0.7981","3.0092","2.0865","1.547","1.5407","1.2584","1.4397","0.8399","1.1218","2.4309","1.9962","4.4819","1.7382","-3.5307","-0.3301","1.3933","0.5466","1.9447","2.8892","1.4854","1.6061"
"Payout Ratio","0.116","0.132","0.154","0.179","0.213","0.345","0.4","0.357","0.37","0.333","0.357","0.476","0.4","0.455","0.476","0.667","0.714","-0.818","3.0","-0.225","0.529","0.364","0.889","0.229","0.222","0.189","0.184","0.2","0.778","0.3","1.0","0.6","-1.5","-0.316","-0.6","0.353","0.5","0.273","0.316","0.2"
"Intangible Assets out of Total Assets","0.2001","0.2094","0.2521","0.2671","0.2866","0.3038","0.3014","0.2655","0.3129","0.3065","0.322","0.323","0.3325","0.3434","0.3567","0.3651","0.378","0.3838","0.4115","0.4027","0.4016","0.3893","0.3967","0.1115","0.1105","0.1315","0.1427","0.1483","0.1526","0.161","0.171","0.1543","0.1565","0.1558","0.1476","0.142","0.1451","0.1489","0.1325","0.1294"
"Selling, General and Administrative Expense of Revenue","0.0596","0.0629","0.0674","0.0692","0.0744","0.0788","0.0833","0.0731","0.0992","0.102","0.0967","0.0998","0.1033","0.1003","0.1046","0.1051","0.1053","0.1237","0.1462","0.144","0.1088","0.1106","0.1384","0.1018","0.0861","0.0765","0.0823","0.0838","0.1001","0.0984","0.1201","0.1021","0.1482","0.1821","0.169","0.1167","0.1327","0.1123","0.1149","0.1022"
"Research and Development Expense of Revenue","0.1213","0.1232","0.1272","0.1195","0.1368","0.1576","0.1657","0.1533","0.1494","0.1495","0.1488","0.159","0.1576","0.1509","0.1626","0.17","0.1691","0.1744","0.1933","0.1847","0.1319","0.1263","0.1389","0.1229","0.1012","0.1038","0.1005","0.0963","0.1152","0.1333","0.1455","0.1533","0.2064","0.2317","0.1721","0.1347","0.1453","0.1335","0.1309","0.1144"
"Working Capital","8360000000.0","7921000000.0","5286000000.0","4721000000.0","4435000000.0","4117000000.0","4603000000.0","5463000000.0","4023000000.0","4751000000.0","4412000000.0","4144000000.0","3885000000.0","3739000000.0","3537000000.0","3199000000.0","3035000000.0","2912000000.0","2800000000.0","2837000000.0","3457000000.0","3664000000.0","3663000000.0","7561000000.0","6995000000.0","4693000000.0","4228000000.0","3877000000.0","3662276000.0","3597474000.0","3571315000.0","3749490000.0","3725809000.0","3781973000.0","3749937000.0","3718605000.0","3712499000.0","3899513000.0","3838336000.0","4225967000.0"
"Tangible Asset Value","15260000000.0","14420000000.0","11401000000.0","10679000000.0","9773000000.0","9103000000.0","9310000000.0","11244000000.0","9038000000.0","9423000000.0","8864000000.0","8919000000.0","8578000000.0","8243000000.0","7848000000.0","7646000000.0","7309000000.0","7207000000.0","6894000000.0","7229000000.0","7971000000.0","8474000000.0","8203000000.0","12315000000.0","12545000000.0","10385000000.0","9665000000.0","9320000000.0","9089321000.0","8767095000.0","8293412000.0","8096895000.0","8081190000.0","8230242000.0","8888883000.0","9443216000.0","9402908000.0","9337908000.0","8980333000.0","9282690000.0"
"Net Current Asset Value","2369000000.0","1990000000.0","1537000000.0","1000000000.0","519000000.0","218000000.0","752000000.0","1566000000.0","1867000000.0","2211000000.0","1932000000.0","1661000000.0","1473000000.0","1321000000.0","1056000000.0","687000000.0","440000000.0","316000000.0","192000000.0","235000000.0","884000000.0","1156000000.0","1210000000.0","5294000000.0","4721000000.0","4169000000.0","3707000000.0","3358000000.0","3103739000.0","3044626000.0","2993568000.0","3209312000.0","3198120000.0","3261606000.0","3208736000.0","3206797000.0","3166229000.0","3346792000.0","3298049000.0","3766724000.0"
"Invested Capital","10914000000.0","10681000000.0","7227000000.0","6766000000.0","7324000000.0","7365000000.0","7384000000.0","7191000000.0","4991000000.0","5607000000.0","5361000000.0","5041000000.0","5044000000.0","5075000000.0","5173000000.0","5438000000.0","5308000000.0","5407000000.0","5352000000.0","5518000000.0","5980000000.0","5994000000.0","5977000000.0","5508000000.0","6196000000.0","4781000000.0","4982000000.0","4779000000.0","4841798000.0","4801496000.0","4829357000.0","4782951000.0","4689140000.0","4832754000.0","5196110000.0","5288684000.0","5553907000.0","5736973000.0","5616364000.0","5903184000.0"
"Average Receivables","2055000000.0","2147000000.0","1997000000.0","2009000000.0","1921500000.0","1855500000.0","1602500000.0","1704500000.0","1806500000.0","1706500000.0","1545000000.0","1651500000.0","1396000000.0","1445000000.0","1309500000.0","1426500000.0","1352500000.0","1530000000.0","1342500000.0","1376000000.0","1673500000.0","1850500000.0","1761000000.0","1681500000.0","1766748000.0","1676873000.0","1606704500.0","1436247500.0","1281832500.0","1176069000.0","1271131000.0","1366261000.0","1211691000.0","1321939500.0","1644677000.0","1870227000.0","1910751500.0","1925652000.0","2033053500.0","2037813000.0"
"Average Payables","2027500000.0","1970000000.0","1798000000.0","2044500000.0","1981000000.0","1726000000.0","1597000000.0","1858000000.0","1925500000.0","1742500000.0","1656500000.0","1766000000.0","1567500000.0","1562500000.0","1431500000.0","1579500000.0","1428000000.0","1464000000.0","1307000000.0","1515000000.0","1531500000.0","1613000000.0","1454500000.0","1643000000.0","1648303000.0","1600112500.0","1417015500.0","1413751000.0","1350069000.0","1244070000.0","1289417000.0","1303428500.0","1923758000.0","1823403000.0","1750743000.0","1883435500.0","2497103500.0","2318030000.0","2042700500.0","2122583500.0"
