"","42987.0","42903.0","42819.0","42735.0","42616.0","42532.0","42448.0","42364.0","42252.0","42168.0","42084.0","42000.0","41888.0","41804.0","41720.0","41636.0","41524.0","41440.0","41356.0","41272.0","41160.0","41076.0","40992.0","40908.0","40789.0","40705.0","40621.0","40537.0","40425.0","40341.0","40257.0","40173.0","40061.0","39977.0","39893.0","39809.0","39697.0","39613.0","39529.0","39445.0"
"Book Value per Share","9.439","8.793","8.209","7.859","8.866","8.59","7.785","8.283","9.273","11.161","10.788","11.742","15.4","15.58","15.03","15.922","14.536","14.72","14.557","14.491","13.856","13.164","14.514","13.221","15.013","15.202","13.958","13.379","12.6","12.235","13.814","10.852","9.882","9.042","7.571","7.857","10.314","10.559","10.492","10.763"
"Tangible Book Value per Share","35.002","34.006","32.522","31.885","32.143","31.161","29.625","29.107","28.699","29.349","27.753","27.693","32.343","31.806","29.88","29.241","28.741","28.269","27.225","26.595","26.353","25.417","25.593","25.311","26.139","26.123","24.868","24.958","24.536","23.31","23.338","19.699","19.08","19.159","18.146","18.679","19.784","18.313","17.756","17.031"
"FCF per Share","2.3","1.328","-0.353","1.66","2.143","1.59","-0.041","1.739","2.331","1.317","0.007","1.703","2.269","1.294","-0.11","1.165","1.999","1.116","0.264","1.353","2.172","0.881","-0.631","1.131","1.75","0.756","-0.026","0.694","1.673","0.947","-0.011","0.917","1.614","0.86","-0.357","0.842","1.266","0.692","0.165","0.384"
"Interest Debt per Share","27.487","27.6499","27.0714","25.8176","24.7608","24.6854","24.2642","22.8442","21.7062","21.313","20.4616","19.3033","21.7266","21.6818","21.0446","19.334","19.1628","19.0633","19.0415","18.3316","17.9582","18.1267","17.6722","17.0964","17.0158","17.2596","17.1813","15.6585","15.2118","14.9307","13.9232","5.0475","5.1","5.537","6.1017","5.2971","4.944","3.8163","3.7377","2.611"
"Cash per Share","7.1881","7.2003","6.6723","6.3997","7.1321","6.6847","5.6183","6.243","5.9291","5.1233","4.3194","4.0975","4.8321","5.0211","6.456","6.1155","5.9689","5.0342","4.3491","4.0705","3.412","2.4715","2.2226","2.5971","1.9537","1.8402","2.3133","3.7377","3.5055","2.8083","2.5154","2.5308","2.0888","1.4222","1.4059","1.3289","0.969","1.1147","1.0014","0.5653"
"Debt to Equity Ratio","2.9122","3.1444","3.2979","3.2852","2.7926","2.8738","3.1168","2.758","2.3407","1.9096","1.8966","1.6439","1.4108","1.3916","1.4002","1.2143","1.3183","1.2951","1.3081","1.2651","1.2961","1.3769","1.2176","1.2931","1.1334","1.1353","1.2309","1.1704","1.2073","1.2203","1.0079","0.4651","0.5161","0.6123","0.806","0.6742","0.4793","0.3614","0.3562","0.2426"
"Total Debt To Total Assets","0.4992","0.5132","0.5181","0.5027","0.4818","0.4899","0.5011","0.4778","0.4555","0.4353","0.4361","0.4098","0.4069","0.4084","0.4139","0.3825","0.3847","0.385","0.3902","0.38","0.3775","0.3914","0.3725","0.3673","0.3562","0.361","0.3721","0.3653","0.3628","0.37","0.3408","0.1973","0.2057","0.2327","0.2712","0.2286","0.2013","0.1646","0.1677","0.1214"
"Interest Coverage","11.2751","11.4189","7.7857","4.0556","11.4939","11.6784","6.5813","7.1073","6.2578","13.3641","8.5403","7.2183","13.3023","13.8995","8.9851","9.0","12.6682","13.8077","7.8271","7.816","13.7843","11.3158","8.7828","8.3971","14.1024","13.8392","9.6778","5.598","16.6864","14.314","10.0714","19.0089","27.6512","23.0594","16.398","9.1613","30.1233","32.3108","28.0","26.3099"
"Current Ratio","1.351","1.323","1.254","1.251","1.316","1.402","1.423","1.31","1.196","1.071","1.039","1.142","1.164","1.275","1.197","1.245","1.242","1.146","1.106","1.095","1.188","0.987","1.035","0.961","1.015","0.992","0.981","1.106","1.046","1.149","1.31","1.436","1.336","1.349","1.359","1.23","1.168","1.397","1.289","1.309"
"Income Quality","1.7822","1.1591","-0.151","2.7188","1.866","1.3975","0.3276","2.2148","7.531","1.2581","0.2211","2.9085","2.0025","1.2594","0.1488","1.7371","1.9064","1.1507","0.653","2.0235","2.0352","1.3017","-0.6122","2.1979","1.7405","1.0467","0.3325","1.9487","1.7409","1.3731","0.1685","1.6688","1.6954","1.059","-0.2344","3.2559","1.5641","0.9847","0.453","1.3978"
"Payout Ratio","0.0","0.551","0.815","0.765","0.543","0.54","1.094","0.593","1.944","0.522","0.805","0.75","0.496","0.508","0.713","0.5","0.46","0.438","0.783","0.505","0.443","0.568","0.722","0.578","0.409","0.437","0.667","0.558","0.397","0.48","0.5","0.495","0.409","0.425","0.575","0.894","0.416","0.393","0.528","0.487"
"Intangible Assets out of Total Assets","0.3643","0.3689","0.3777","0.3791","0.3745","0.3816","0.3882","0.3913","0.3977","0.4005","0.4085","0.412","0.3943","0.4009","0.4124","0.4214","0.423","0.4291","0.4422","0.4488","0.446","0.4512","0.4606","0.4561","0.4528","0.4536","0.4614","0.4177","0.4148","0.4223","0.4288","0.2298","0.2303","0.195","0.1936","0.194","0.1947","0.2103","0.2033","0.2083"
"Selling, General and Administrative Expense of Revenue","0.3611","0.3595","0.3998","0.4186","0.3684","0.3627","0.4281","0.4216","0.3703","0.3613","0.4012","0.4097","0.369","0.3669","0.3999","0.4036","0.3642","0.3578","0.4027","0.4034","0.3598","0.3728","0.3856","0.4043","0.3518","0.3607","0.397","0.4145","0.3659","0.3759","0.4322","0.3722","0.3293","0.3311","0.3535","0.4177","0.3533","0.3342","0.3516","0.3887"
"Research and Development Expense of Revenue","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Working Capital","7839000000.0","7135000000.0","5506000000.0","5315000000.0","6510000000.0","7419000000.0","7124000000.0","5453000000.0","3743000000.0","1523000000.0","795000000.0","2571000000.0","3746000000.0","5567000000.0","3828000000.0","4364000000.0","4463000000.0","2801000000.0","1916000000.0","1631000000.0","3050000000.0","-236000000.0","593000000.0","-713000000.0","269000000.0","-140000000.0","-328000000.0","1677000000.0","784000000.0","2171000000.0","3611000000.0","3815000000.0","3121000000.0","3011000000.0","2868000000.0","2019000000.0","1633000000.0","3312000000.0","2478000000.0","2398000000.0"
"Tangible Asset Value","49878000000.0","48560000000.0","46441000000.0","45627000000.0","46222000000.0","44966000000.0","42838000000.0","42409000000.0","42102000000.0","43319000000.0","41186000000.0","41456000000.0","48741000000.0","48186000000.0","45537000000.0","44826000000.0","44318000000.0","43760000000.0","42036000000.0","41142000000.0","41006000000.0","39726000000.0","40130000000.0","39637000000.0","41247000000.0","41353000000.0","39366000000.0","39684000000.0","39035000000.0","37593000000.0","36638000000.0","30691000000.0","29724000000.0","29827000000.0","28240000000.0","29010000000.0","30972000000.0","29046000000.0","28442000000.0","27415000000.0"
"Net Current Asset Value","-34855000000.0","-35165000000.0","-35789000000.0","-35841000000.0","-34080000000.0","-34457000000.0","-34822000000.0","-34606000000.0","-33509000000.0","-32729000000.0","-32714000000.0","-32298000000.0","-30689000000.0","-31038000000.0","-31315000000.0","-30886000000.0","-31481000000.0","-31925000000.0","-32981000000.0","-33519000000.0","-33163000000.0","-33762000000.0","-33859000000.0","-34542000000.0","-33541000000.0","-33393000000.0","-32899000000.0","-29108000000.0","-28565000000.0","-28417000000.0","-27023000000.0","-9835000000.0","-10373000000.0","-11011000000.0","-12082000000.0","-12606000000.0","-11052000000.0","-8475000000.0","-7920000000.0","-7243000000.0"
"Invested Capital","56446000000.0","55649000000.0","53927000000.0","52279000000.0","50983000000.0","52482000000.0","52958000000.0","49019000000.0","46176000000.0","45669000000.0","45014000000.0","46127000000.0","51357000000.0","53199000000.0","48313000000.0","47251000000.0","46195000000.0","46315000000.0","46727000000.0","46115000000.0","47420000000.0","45926000000.0","47370000000.0","44189000000.0","47450000000.0","47705000000.0","46062000000.0","42746000000.0","40542000000.0","42571000000.0","42893000000.0","25856000000.0","25120000000.0","27614000000.0","27557000000.0","26386000000.0","27474000000.0","24992000000.0","24238000000.0","22955000000.0"
"Average Receivables","7834000000.0","7519000000.0","6777500000.0","6565500000.0","7705500000.0","7660500000.0","6835000000.0","6544000000.0","8021000000.0","8148000000.0","7112500000.0","6802500000.0","8232000000.0","8225500000.0","7248000000.0","6997500000.0","8043000000.0","7851000000.0","7196000000.0","6976500000.0","8164000000.0","8002000000.0","7047500000.0","6617500000.0","7787500000.0","7581500000.0","6570500000.0","5473500000.0","6230500000.0","6051500000.0","5402500000.0","4653500000.0","5484000000.0","5420000000.0","4707000000.0","4536000000.0","5258000000.0","5143000000.0","4468000000.0","4057000000.0"
"Average Payables","14473000000.0","13759500000.0","12945500000.0","13875000000.0","13925500000.0","13424000000.0","12494500000.0","13261500000.0","13568500000.0","13074500000.0","11895000000.0","12774500000.0","12902500000.0","12543500000.0","11434500000.0","12218000000.0","11968000000.0","11627000000.0","11212000000.0","11830000000.0","11623000000.0","11293000000.0","10711500000.0","11340000000.0","11111500000.0","10638000000.0","9898000000.0","9525000000.0","9420000000.0","8807500000.0","8554500000.0","8200000000.0","8076000000.0","7879000000.0","7471000000.0","7937500000.0","7651000000.0","7428000000.0","6796500000.0","7049000000.0"
"Average Inventory","3185500000.0","3549500000.0","3250500000.0","2721500000.0","3122000000.0","3709000000.0","3340500000.0","2931500000.0","3454000000.0","4062500000.0","3605000000.0","3276000000.0","3761000000.0","4162500000.0","3834000000.0","3495000000.0","3821500000.0","4202500000.0","4067000000.0","3704000000.0","4055000000.0","4406500000.0","4022500000.0","3599500000.0","3782000000.0","4034500000.0","3557000000.0","2995000000.0","3037500000.0","3241000000.0","2931500000.0","2570000000.0","2760000000.0","2943500000.0","2536000000.0","2406000000.0","2543500000.0","2722500000.0","2283000000.0","2108000000.0"
