"","42974.0","42883.0","42792.0","42701.0","42610.0","42519.0","42428.0","42337.0","42246.0","42155.0","42057.0","41966.0","41875.0","41784.0","41693.0","41602.0","41511.0","41420.0","41329.0","41238.0","41147.0","41056.0","40965.0","40874.0","40783.0","40692.0","40601.0","40510.0","40419.0","40328.0","40237.0","40146.0","40055.0","39964.0","39866.0","39775.0","39684.0","39593.0","39502.0","39411.0"
"Book Value per Share","6.765","7.512","7.006","7.069","8.221","8.294","8.239","8.026","8.266","8.382","9.012","9.395","10.126","10.634","10.1","10.458","10.649","10.35","10.852","10.824","10.246","9.921","10.737","10.222","10.079","9.971","9.226","8.808","7.87","8.142","9.456","9.322","8.287","7.861","8.445","7.924","9.022","9.276","8.8","8.782"
"Tangible Book Value per Share","15.221","14.814","14.594","14.264","14.409","14.187","14.207","14.248","14.715","13.891","15.66","16.558","15.995","15.429","14.834","14.955","14.552","13.993","14.023","14.449","14.962","12.682","13.194","13.296","13.423","12.704","12.23","12.499","12.084","11.109","11.88","12.397","11.941","11.345","13.407","13.218","12.825","12.653","13.006","13.244"
"FCF per Share","0.822","0.952","0.716","0.904","0.365","0.867","0.886","0.97","0.474","1.291","0.87","0.606","0.296","0.929","0.916","0.758","0.406","0.9","1.082","1.097","0.537","0.764","0.537","0.909","0.478","0.091","0.796","0.43","0.072","0.591","0.622","0.891","0.237","0.743","1.003","0.038","0.145","0.906","0.531","0.47"
"Interest Debt per Share","17.48","16.4574","16.7636","16.0155","14.8603","14.1838","14.7776","14.7627","15.756","15.4197","17.0454","17.4497","15.216","14.2977","14.2965","13.6295","12.8649","12.3618","12.4631","12.9143","13.2368","11.4777","11.8431","12.1671","12.4828","10.7848","10.7717","11.0038","11.1003","9.6841","9.65","10.2573","11.0277","10.7537","11.7241","11.8484","10.9498","10.4459","11.3035","11.8979"
"Cash per Share","1.4223","1.3297","1.5501","1.3692","1.2825","1.2848","1.3191","1.0872","0.7526","0.5607","1.2989","1.4816","1.3734","1.4114","1.3564","1.2206","1.1842","1.1501","1.1618","1.139","2.3257","0.7279","0.7528","0.7912","0.5245","0.9705","0.8498","0.8844","1.0703","1.0145","1.0489","1.3142","1.0934","1.1396","1.4295","0.9571","0.974","0.9865","0.9211","0.8197"
"Debt to Equity Ratio","2.5841","2.1908","2.3928","2.2655","1.8075","1.7101","1.7935","1.8394","1.9061","1.8395","1.8913","1.8573","1.5027","1.3445","1.4155","1.3032","1.2081","1.1944","1.1485","1.1931","1.2919","1.157","1.103","1.1903","1.2385","1.0816","1.1675","1.2493","1.4105","1.1893","1.0205","1.1003","1.3307","1.368","1.3884","1.4953","1.2137","1.1261","1.2845","1.3547"
"Total Debt To Total Assets","0.4542","0.4347","0.4487","0.4384","0.4049","0.3883","0.4053","0.4087","0.4226","0.421","0.4401","0.4353","0.3987","0.3796","0.3895","0.3734","0.3593","0.3517","0.3535","0.363","0.3793","0.3522","0.3561","0.3647","0.3677","0.3687","0.3746","0.3834","0.397","0.3635","0.3491","0.3609","0.3946","0.3958","0.4029","0.4143","0.3842","0.3676","0.3951","0.4032"
"Interest Coverage","8.9171","8.9812","7.0838","10.3934","8.9242","7.0271","7.7267","12.3957","9.3028","5.4108","6.7463","7.4618","7.3414","8.6612","9.0993","12.8865","9.519","7.4768","8.4752","11.4238","9.5181","6.5318","7.0292","8.5023","7.8279","6.3233","7.7506","10.4926","8.6977","3.8378","6.2059","10.3458","7.7878","6.3478","6.2799","6.7248","5.754","5.0707","7.0673","6.1665"
"Current Ratio","0.737","0.762","0.719","0.658","0.804","0.785","0.764","0.815","0.812","0.754","0.666","0.818","0.811","0.81","0.973","0.957","0.859","0.812","1.019","0.796","0.873","0.961","0.997","0.782","0.839","1.066","0.852","1.076","0.966","0.923","1.231","1.193","1.043","0.98","0.965","0.806","0.857","0.745","0.645","0.618"
"Income Quality","1.4591","1.8454","1.5961","1.4514","0.9066","2.0213","1.9533","1.3694","1.0101","5.2537","2.0344","1.5423","0.9542","2.0188","1.7421","1.1417","0.8297","2.1302","2.0798","1.5294","0.8905","2.2913","1.2902","1.609","1.0868","0.8838","1.6542","0.6872","0.3762","2.9401","1.7176","1.2591","0.6541","1.9462","2.6518","0.3646","0.8111","4.406","1.0932","1.0819"
"Payout Ratio","0.7","0.686","0.774","0.585","0.706","0.73","0.721","0.5","0.62","1.419","0.719","0.707","0.732","0.621","0.576","0.437","0.535","0.579","0.541","0.393","0.393","0.6","0.492","0.435","0.476","0.56","0.459","0.292","0.384","0.75","0.48","0.267","0.359","0.389","0.477","0.368","0.512","0.741","0.313","0.339"
"Intangible Assets out of Total Assets","0.6045","0.6087","0.6094","0.6095","0.6074","0.6116","0.6103","0.6056","0.6053","0.6207","0.5957","0.587","0.5808","0.5904","0.5959","0.5903","0.5936","0.6019","0.6022","0.5938","0.5713","0.6109","0.6033","0.6015","0.6046","0.5657","0.5747","0.5645","0.5679","0.5831","0.5702","0.5638","0.5728","0.5824","0.5392","0.5378","0.55","0.5547","0.5454","0.5511"
