"","42978.0","42886.0","42794.0","42704.0","42613.0","42521.0","42429.0","42338.0","42247.0","42155.0","42063.0","41973.0","41882.0","41790.0","41698.0","41608.0","41517.0","41425.0","41333.0","41243.0","41152.0","41060.0","40968.0","40877.0","40786.0","40694.0","40602.0","40512.0","40421.0","40329.0","40237.0","40147.0","40056.0","39964.0","39872.0","39782.0","39691.0","39599.0","39507.0","39416.0"
"Book Value per Share","61.948","60.114","56.974","54.677","53.261","51.352","51.982","53.085","54.112","52.838","56.517","54.945","52.977","51.696","48.769","55.372","55.767","54.906","51.237","49.486","47.454","46.698","52.686","50.177","49.567","48.217","47.235","46.278","45.161","44.098","45.955","45.335","44.139","43.763","49.956","49.739","48.652","46.848","45.86","44.493"
"Tangible Book Value per Share","156.447","154.831","149.267","148.356","146.096","146.082","123.56","122.406","118.447","115.314","114.019","106.797","104.448","102.465","96.052","97.286","97.797","97.239","92.428","90.913","88.304","87.25","83.734","82.13","80.129","79.387","75.808","75.861","73.126","72.486","72.374","71.538","69.234","70.706","72.906","71.301","70.752","69.499","63.804","63.298"
"FCF per Share","-1.692","3.587","-4.124","0.745","-0.919","2.444","1.241","-0.496","0.113","1.815","0.858","-0.004","0.918","2.392","0.336","-1.383","1.128","2.421","2.277","-0.322","-0.218","2.4","0.382","0.634","-0.789","2.702","-0.629","0.534","-0.687","1.261","0.38","-0.672","0.058","0.193","0.533","0.019","0.199","1.632","0.872","-0.918"
"Interest Debt per Share","58.6414","57.8289","57.0862","53.2173","53.626","52.7599","33.4198","33.0584","28.4106","28.1192","27.962","19.6543","19.2136","18.5946","17.5417","12.2283","11.9715","11.8914","9.5656","10.0353","10.1011","7.7719","7.6951","8.1206","7.8605","7.8059","7.79","8.9975","8.7334","8.7295","8.6893","9.1131","9.2433","10.8717","12.1911","8.5689","8.6475","8.6402","8.5567","8.9405"
"Cash per Share","13.0584","14.8443","11.9058","11.5104","11.257","13.1657","10.3078","12.9152","12.5447","13.2614","12.2762","8.0001","8.4646","9.8404","9.7429","12.4273","16.0968","15.5175","10.7231","8.0136","8.6639","9.0149","6.4868","5.977","6.1793","7.3751","4.314","5.9655","5.4333","6.2326","4.9502","4.6877","5.7278","7.3613","8.5868","4.9543","5.0548","4.9635","3.2669","2.6838"
"Debt to Equity Ratio","0.9466","0.962","1.002","0.9733","1.0069","1.0274","0.6429","0.6227","0.525","0.5322","0.4948","0.3577","0.3627","0.3597","0.3597","0.2208","0.2147","0.2166","0.1867","0.2028","0.2129","0.1664","0.1461","0.1618","0.1586","0.1619","0.1649","0.1944","0.1934","0.198","0.1891","0.201","0.2094","0.2484","0.244","0.1723","0.1777","0.1844","0.1866","0.2009"
"Total Debt To Total Assets","0.3188","0.3185","0.3252","0.3051","0.3124","0.3081","0.2436","0.2433","0.2154","0.2184","0.2194","0.1688","0.1683","0.1662","0.1673","0.1154","0.1126","0.1123","0.0945","0.1007","0.1042","0.082","0.0842","0.0905","0.0895","0.09","0.0937","0.1085","0.109","0.1098","0.1093","0.1158","0.121","0.1396","0.1405","0.1011","0.1029","0.1045","0.1077","0.1136"
"Interest Coverage","9.614","10.2405","8.3689","10.0588","11.1062","-0.5339","10.6543","15.2568","18.2063","-16.2683","17.9828","23.2553","22.0833","24.1692","16.6316","27.4","29.3704","53.3333","63.6667","39.4444","73.7","39.5455","67.0","112.0","66.8182","42.1905","16.0","20.0","34.5","25.8889","21.0526","37.4667","17.3333","-17.5957","9.3684","78.4","69.6667","-2.4792","63.8","52.2"
"Current Ratio","1.633","1.595","1.602","1.544","1.525","1.497","1.724","1.874","1.831","1.735","1.999","1.781","1.795","1.823","1.949","2.01","2.081","1.961","1.911","1.897","1.846","1.685","1.591","1.518","1.599","1.697","1.582","1.521","1.549","1.568","1.529","1.562","1.644","1.573","1.507","1.237","1.3","1.349","1.394","1.293"
"Income Quality","0.9899","2.2402","0.0178","2.3771","1.358","-27.3143","2.6469","1.7554","1.7934","-2.1174","2.1051","1.7632","1.5038","1.7618","2.5635","1.36","1.8998","1.1742","3.4848","1.8607","1.9673","3.3055","1.6296","2.6318","1.8534","2.8387","1.9307","4.2933","2.0947","2.9356","2.3054","1.3304","4.9613","-0.6073","7.8969","1.5355","1.8177","-5.3444","2.3232","0.9666"
"Payout Ratio","0.225","0.105","0.19","0.152","0.149","-1.25","0.134","0.101","0.102","-0.063","0.09","0.085","0.087","0.047","0.121","0.095","0.097","0.03","0.0","0.201","0.096","0.074","0.078","0.083","0.089","0.068","0.0","0.267","0.099","0.082","0.145","0.1","0.19","-0.039","0.355","0.069","0.089","-0.128","0.079","0.065"
"Intangible Assets out of Total Assets","0.1496","0.1473","0.1496","0.1493","0.1488","0.1468","0.0995","0.0992","0.1018","0.1043","0.1054","0.0829","0.0852","0.0844","0.0837","0.0816","0.0805","0.0821","0.0869","0.088","0.0891","0.0798","0.0841","0.0843","0.0875","0.0849","0.0886","0.0852","0.0877","0.0883","0.0896","0.091","0.0936","0.0919","0.1596","0.1589","0.1578","0.1593","0.1972","0.196"
"Selling, General and Administrative Expense of Revenue","0.3607","0.3486","0.3597","0.3585","0.3622","0.3678","0.3724","0.367","0.3685","0.3659","0.37","0.3542","0.3521","0.3192","0.3687","0.3638","0.3698","0.3216","0.3789","0.3721","0.3802","0.3717","0.3806","0.3761","0.3806","0.3664","0.3962","0.3923","0.4021","0.39","0.4079","0.3983","0.4217","0.4158","0.4196","0.3673","0.3596","0.3665","0.3807","0.3714"
"Research and Development Expense of Revenue","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Working Capital","4932000000.0","4710000000.0","4488000000.0","4245000000.0","3927000000.0","3981000000.0","4298000000.0","5201000000.0","4859000000.0","4379000000.0","5239000000.0","4039000000.0","4097000000.0","4371000000.0","4762000000.0","5460000000.0","5970000000.0","5524000000.0","4646000000.0","4331000000.0","4068000000.0","3682000000.0","3046000000.0","2788000000.0","2982000000.0","3403000000.0","2664000000.0","2535000000.0","2495000000.0","2639000000.0","2311000000.0","2315000000.0","2502000000.0","2592000000.0","2480000000.0","1311000000.0","1655000000.0","1876000000.0","1819000000.0","1441000000.0"
"Tangible Asset Value","41968000000.0","41398000000.0","39781000000.0","39427000000.0","38792000000.0","39212000000.0","34055000000.0","34565000000.0","33453000000.0","32721000000.0","32303000000.0","30250000000.0","29812000000.0","30280000000.0","29990000000.0","30805000000.0","30961000000.0","30812000000.0","29065000000.0","28555000000.0","27957000000.0","27516000000.0","26333000000.0","26053000000.0","25403000000.0","25059000000.0","23881000000.0","23869000000.0","23001000000.0","22702000000.0","22647000000.0","22357000000.0","21624000000.0","22015000000.0","22695000000.0","22192000000.0","22017000000.0","21549000000.0","19745000000.0","19576000000.0"
"Net Current Asset Value","-20010000000.0","-19851000000.0","-19659000000.0","-19765000000.0","-20032000000.0","-20186000000.0","-13255000000.0","-12229000000.0","-11259000000.0","-11203000000.0","-9614000000.0","-8209000000.0","-8216000000.0","-8110000000.0","-7721000000.0","-5143000000.0","-4525000000.0","-4895000000.0","-5973000000.0","-6610000000.0","-6790000000.0","-6120000000.0","-3985000000.0","-4367000000.0","-4161000000.0","-3880000000.0","-4084000000.0","-4134000000.0","-3971000000.0","-3807000000.0","-3813000000.0","-3992000000.0","-3683000000.0","-3502000000.0","-4082000000.0","-4069000000.0","-3829000000.0","-3863000000.0","-3973000000.0","-4236000000.0"
"Invested Capital","46406000000.0","44973000000.0","44372000000.0","42704000000.0","42568000000.0","41832000000.0","34486000000.0","34302000000.0","32090000000.0","30981000000.0","31504000000.0","28378000000.0","27727000000.0","27555000000.0","27406000000.0","25336000000.0","24132000000.0","23913000000.0","23602000000.0","24362000000.0","23603000000.0","21750000000.0","21561000000.0","21353000000.0","20955000000.0","20313000000.0","20402000000.0","19960000000.0","19498000000.0","18839000000.0","19445000000.0","19621000000.0","18836000000.0","18584000000.0","18924000000.0","17794000000.0","17616000000.0","17321000000.0","16770000000.0","16601000000.0"
"Average Receivables","7619500000.0","7425500000.0","6526000000.0","6720000000.0","6425000000.0","6485500000.0","5609000000.0","5728500000.0","5552000000.0","5589500000.0","5390500000.0","5484500000.0","5238500000.0","5252000000.0","5073500000.0","5289500000.0","4885000000.0","4874000000.0","4792500000.0","5019500000.0","4702000000.0","4642500000.0","4556500000.0","4558000000.0","4379500000.0","4372000000.0","4207500000.0","4025000000.0","3772500000.0","3777000000.0","3728500000.0","3937000000.0","3885500000.0","3875000000.0","3881000000.0","4213500000.0","4160000000.0","4150500000.0","4083500000.0","4140000000.0"
"Average Payables","2894500000.0","2848000000.0","2365500000.0","2541500000.0","2450000000.0","2505000000.0","2037000000.0","2048500000.0","2011000000.0","2018500000.0","1976500000.0","1918000000.0","1926000000.0","1925000000.0","1816500000.0","1799000000.0","1761000000.0","1746000000.0","1708500000.0","1688000000.0","1603000000.0","1657500000.0","1638500000.0","1603500000.0","1493000000.0","1612000000.0","1539500000.0","1489000000.0","1367000000.0","1447000000.0","1440500000.0","1647500000.0","1680500000.0","1783500000.0","1778000000.0","2089000000.0","2034000000.0","2105500000.0","2026000000.0","2180000000.0"
"Average Inventory","514000000.0","505000000.0","501500000.0","505000000.0","500000000.0","497000000.0","482000000.0","484500000.0","484500000.0","480500000.0","475000000.0","467000000.0","466000000.0","460000000.0","461000000.0","457000000.0","458000000.0","448500000.0","453500000.0","448000000.0","441500000.0","438500000.0","430000000.0","420000000.0","397500000.0","413000000.0","396500000.0","395500000.0","374500000.0","378000000.0","375000000.0","398000000.0","392000000.0","401000000.0","377000000.0","398500000.0","377000000.0","386500000.0","353000000.0","358500000.0"
