"","42944.0","42853.0","42762.0","42671.0","42580.0","42489.0","42398.0","42307.0","42216.0","42118.0","42027.0","41936.0","41845.0","41754.0","41663.0","41572.0","41481.0","41390.0","41299.0","41208.0","41117.0","41026.0","40935.0","40844.0","40753.0","40662.0","40571.0","40480.0","40389.0","40298.0","40207.0","40116.0","40025.0","39927.0","39836.0","39745.0","39654.0","39563.0","39472.0","39381.0"
"Book Value per Share","37.207","36.714","35.991","36.367","36.506","37.164","36.127","36.994","37.239","48.59","20.505","19.796","19.391","19.437","19.387","18.765","18.341","18.393","17.616","16.848","16.756","16.453","16.283","15.82","15.364","14.921","14.301","13.726","13.444","13.295","12.959","12.295","11.814","11.778","11.675","11.226","10.877","10.179","9.731","10.127"
"Tangible Book Value per Share","27.937","27.662","21.968","21.71","22.163","22.304","24.893","25.437","25.576","34.737","42.635","25.786","24.7","25.056","24.307","23.422","21.807","21.572","21.58","21.107","20.159","19.457","18.288","17.894","17.729","17.221","17.051","16.771","16.347","15.578","13.257","12.367","11.63","11.54","11.469","10.956","11.604","11.017","10.316","13.116"
"FCF per Share","0.337","1.053","1.282","0.872","0.876","0.695","1.102","0.748","0.417","1.513","1.688","0.827","0.202","1.223","1.52","0.919","0.896","1.132","1.305","0.771","1.193","0.898","0.981","0.976","0.926","0.677","1.012","0.677","0.642","0.952","1.232","0.557","0.423","0.885","0.896","0.488","0.598","0.436","0.813","0.642"
"Interest Debt per Share","24.9732","24.4113","23.4288","23.4616","23.0362","22.2014","25.4756","25.3719","25.0751","33.0315","29.3007","13.9301","12.8954","11.9244","12.2398","12.2975","11.0726","10.4926","11.277","11.2341","10.4651","10.2231","9.6927","9.708","9.4518","9.1899","10.0177","9.7815","9.675","8.6513","6.7204","6.7727","6.2601","6.0534","5.9955","5.8168","6.3402","6.1378","6.1887","5.6226"
"Cash per Share","3.4445","3.6258","2.0172","2.1406","2.198","2.053","1.9345","1.6831","2.1007","4.4208","17.5147","1.3107","1.346","1.4026","1.3062","1.0672","0.82","0.9053","1.282","1.7255","0.8361","1.1268","1.1286","0.9905","1.3098","1.2913","1.1947","1.1629","1.2559","1.2724","1.324","0.7463","0.9186","1.1356","1.1466","0.4811","1.0398","0.9353","0.6469","4.1329"
"Debt to Equity Ratio","0.6712","0.6649","0.651","0.6451","0.631","0.5974","0.7052","0.6858","0.6734","0.6798","1.4289","0.7037","0.665","0.6135","0.6313","0.6554","0.6037","0.5705","0.6402","0.6668","0.6246","0.6213","0.5953","0.6137","0.6152","0.6159","0.7005","0.7126","0.7197","0.6507","0.5186","0.5509","0.5299","0.514","0.5135","0.5181","0.5829","0.603","0.636","0.5552"
"Total Debt To Total Assets","0.3393","0.335","0.3295","0.329","0.3253","0.3121","0.3489","0.3416","0.3399","0.3392","0.5219","0.3527","0.3408","0.3144","0.3282","0.3368","0.3197","0.3052","0.3267","0.3372","0.3241","0.324","0.3203","0.3235","0.3233","0.3206","0.3516","0.3604","0.3666","0.3389","0.2951","0.3087","0.2955","0.2872","0.2947","0.2969","0.3138","0.3134","0.3257","0.3095"
"Interest Coverage","7.1959","8.3163","6.3778","8.0289","6.5196","4.0566","7.6989","5.9908","5.9215","2.0054","15.7407","128.75","217.6","49.1","39.2","34.8182","29.825","25.0417","26.1087","36.5833","33.9697","25.6522","35.6364","28.6316","32.875","14.4265","15.4","12.2239","15.0541","18.5","19.9821","21.5556","9.5","1.1538","25.1351","13.9792","20.4681","6.7267","-14.0","-13.2295"
"Current Ratio","1.636","1.749","1.769","2.346","2.976","3.294","3.386","3.535","3.805","3.362","6.799","3.107","3.823","3.815","3.62","3.545","4.222","4.519","1.317","1.425","1.58","2.756","2.04","1.904","1.932","1.936","1.557","1.678","1.782","1.921","2.103","2.231","2.326","2.368","2.275","2.231","1.988","2.071","1.889","3.976"
"Income Quality","0.7254","1.5245","2.5396","1.3202","1.6685","1.2022","1.6411","2.4596","0.9951","-1912.0","1.8086","1.1027","0.3559","2.9643","2.1155","1.1486","1.0315","1.3106","1.4636","1.3839","1.5417","1.0535","1.2182","1.3456","1.3581","1.0219","1.3474","1.5866","0.9699","1.2966","1.7906","0.9044","1.3955","10.9029","1.6261","1.4991","1.1065","0.8181","14.2208","1.3438"
"Payout Ratio","0.613","0.506","0.717","0.531","0.642","0.481","0.487","1.027","0.655","-1.111","0.303","0.357","0.341","0.622","0.368","0.311","0.298","0.274","0.265","0.413","0.31","0.253","0.27","0.293","0.312","0.319","0.267","0.442","0.303","0.233","0.267","0.256","0.5","1.9","0.306","0.388","0.297","0.203","1.857","0.22"
"Intangible Assets out of Total Assets","0.6205","0.6204","0.6911","0.6955","0.6871","0.6864","0.6591","0.6575","0.6533","0.6433","0.2406","0.3471","0.3472","0.3394","0.3482","0.3585","0.3704","0.3726","0.3748","0.3664","0.3757","0.3834","0.3957","0.4037","0.3936","0.3992","0.4015","0.382","0.3805","0.3898","0.418","0.4363","0.4511","0.4524","0.4362","0.4408","0.4256","0.4375","0.4571","0.2781"
"Selling, General and Administrative Expense of Revenue","0.3363","0.3132","0.3279","0.3289","0.3388","0.3119","0.3342","0.332","0.3367","0.3291","0.3444","0.3452","0.3524","0.3371","0.3493","0.3429","0.3468","0.3307","0.3479","0.346","0.3505","0.3402","0.3499","0.3505","0.3497","0.3369","0.3544","0.3513","0.3536","0.3349","0.3448","0.3447","0.3478","0.3432","0.3598","0.3538","0.3556","0.336","0.3545","0.3544"
"Research and Development Expense of Revenue","0.0742","0.0699","0.0728","0.0754","0.0776","0.076","0.0787","0.0772","0.0767","0.0723","0.0864","0.0857","0.0854","0.0843","0.0865","0.0887","0.0882","0.0917","0.0934","0.0945","0.0961","0.0915","0.0929","0.0922","0.0917","0.0924","0.0939","0.0956","0.0981","0.0904","0.0893","0.0961","0.0941","0.0961","0.0965","0.0913","0.0874","0.1912","0.0966","0.0954"
"Working Capital","9631000000.0","10653000000.0","9751000000.0","12925000000.0","15602000000.0","16435000000.0","19428000000.0","20597000000.0","21487000000.0","21671000000.0","32548000000.0","14645000000.0","15337000000.0","15651000000.0","14754000000.0","13987000000.0","13805000000.0","13902000000.0","2203000000.0","2814000000.0","3372000000.0","10409000000.0","4746000000.0","4280000000.0","4480000000.0","4424000000.0","3572000000.0","3999000000.0","4386000000.0","4718000000.0","4185000000.0","4034000000.0","4152000000.0","4305000000.0","4038000000.0","3588000000.0","3676000000.0","3787000000.0","3145000000.0","7890000000.0"
"Tangible Asset Value","38048000000.0","37894000000.0","30145000000.0","29960000000.0","30855000000.0","31245000000.0","35014000000.0","35940000000.0","36270000000.0","38054000000.0","41944000000.0","25319000000.0","24517000000.0","25064000000.0","24266000000.0","23396000000.0","22019000000.0","21898000000.0","21850000000.0","21516000000.0","20760000000.0","20237000000.0","19283000000.0","18934000000.0","18855000000.0","18430000000.0","18311000000.0","18114000000.0","17755000000.0","17140000000.0","14649000000.0","13688000000.0","12940000000.0","12916000000.0","12834000000.0","12320000000.0","13057000000.0","12486000000.0","11625000000.0","14862000000.0"
"Net Current Asset Value","-24684000000.0","-24527000000.0","-25662000000.0","-25587000000.0","-24211000000.0","-23981000000.0","-24321000000.0","-23953000000.0","-22670000000.0","-22611000000.0","3101000000.0","2255000000.0","2464000000.0","2710000000.0","2509000000.0","1759000000.0","1637000000.0","1623000000.0","-7952000000.0","-7350000000.0","-6814000000.0","631000000.0","-5434000000.0","-6000000000.0","-5466000000.0","-5557000000.0","-5253000000.0","-4592000000.0","-4062000000.0","-3622000000.0","-2869000000.0","-3364000000.0","-3146000000.0","-2954000000.0","-2494000000.0","-2907000000.0","-3096000000.0","-3340000000.0","-3765000000.0","1430000000.0"
"Invested Capital","52220000000.0","52148000000.0","46854000000.0","49782000000.0","51970000000.0","52306000000.0","59986000000.0","61284000000.0","61190000000.0","60224000000.0","47926000000.0","30758000000.0","30548000000.0","30030000000.0","29549000000.0","29118000000.0","28086000000.0","27680000000.0","25012000000.0","24588000000.0","24865000000.0","23771000000.0","23751000000.0","23424000000.0","22709000000.0","22157000000.0","21372000000.0","21528000000.0","21288000000.0","20138000000.0","16818000000.0","17080000000.0","15751000000.0","15273000000.0","15092000000.0","15406000000.0","15299000000.0","14847000000.0","14334000000.0","13899000000.0"
"Average Receivables","5570500000.0","5576500000.0","5158000000.0","5352500000.0","5084000000.0","5337000000.0","4215500000.0","4397000000.0","4250500000.0","4461500000.0","3593500000.0","3771000000.0","3658500000.0","3769000000.0","3575500000.0","3702000000.0","3537500000.0","3767500000.0","3598500000.0","3724500000.0","3596500000.0","3784500000.0","3568500000.0","3645000000.0","3487500000.0","3548000000.0","3301500000.0","3342500000.0","3171500000.0","3229000000.0","3042500000.0","3089500000.0","3176000000.0","3205000000.0","2966500000.0","2906000000.0","2999500000.0","3012000000.0","2802500000.0","2727500000.0"
"Average Payables","1687000000.0","1720000000.0","1497000000.0","1553000000.0","1468000000.0","1659500000.0","1036000000.0","1085000000.0","1003000000.0","1176000000.0","601000000.0","671500000.0","656000000.0","711500000.0","568000000.0","585500000.0","574000000.0","623000000.0","530000000.0","547000000.0","529000000.0","530000000.0","488500000.0","490500000.0","473500000.0","457500000.0","442500000.0","417000000.0","391500000.0","401000000.0","381000000.0","380000000.0","380000000.0","382500000.0","379000000.0","339500000.0","352000000.0","332500000.0","370000000.0","317000000.0"
"Average Inventory","3559000000.0","3405500000.0","3628000000.0","3616500000.0","3492000000.0","3468000000.0","2705500000.0","2694500000.0","2620000000.0","2594000000.0","1828500000.0","1849000000.0","1807000000.0","1718500000.0","1835500000.0","1851000000.0","1816000000.0","1756000000.0","1854000000.0","1858500000.0","1831000000.0","1709500000.0","1750500000.0","1737500000.0","1692500000.0","1550000000.0","1575000000.0","1554500000.0","1534500000.0","1453500000.0","1448500000.0","1411000000.0","1424000000.0","1353000000.0","1368000000.0","1298000000.0","1299500000.0","1247500000.0","1313000000.0","1283000000.0"
