"","42978.0","42886.0","42794.0","42704.0","42613.0","42521.0","42429.0","42338.0","42247.0","42155.0","42063.0","41973.0","41882.0","41790.0","41698.0","41608.0","41517.0","41425.0","41333.0","41243.0","41152.0","41060.0","40968.0","40877.0","40786.0","40694.0","40602.0","40512.0","40421.0","40329.0","40237.0","40147.0","40056.0","39964.0","39872.0","39782.0","39691.0","39599.0","39507.0","39416.0"
"Book Value per Share","7.9","7.366","7.014","7.096","7.311","7.448","7.328","7.355","7.468","7.369","7.02","6.668","8.05","8.052","8.181","7.763","7.61","7.29","7.868","7.66","7.685","7.337","7.243","7.277","7.055","6.888","6.689","6.325","6.253","5.86","5.913","5.907","5.866","5.788","5.817","5.664","5.549","5.197","5.014","4.936"
"Tangible Book Value per Share","18.962","18.799","18.876","16.182","16.105","16.239","16.374","14.886","14.988","14.77","14.839","13.317","10.897","11.15","12.055","10.7","10.067","9.56","10.251","9.948","9.777","9.311","9.315","8.711","9.022","8.676","8.426","7.591","7.426","6.861","7.045","6.958","6.619","6.391","6.276","7.345","9.112","8.734","8.675","8.257"
"FCF per Share","0.617","1.299","1.667","0.652","0.431","1.169","1.273","0.753","0.605","1.095","1.145","0.641","0.49","0.821","0.855","0.428","0.459","0.59","0.589","0.343","0.306","0.549","0.58","0.438","0.334","0.409","0.38","0.318","0.296","0.278","0.352","0.243","0.296","0.287","0.26","0.288","0.26","0.274","0.173","0.251"
"Interest Debt per Share","4.2692","4.2381","4.1929","4.1296","4.0744","4.0256","3.9754","3.9884","3.9558","3.9316","3.8304","3.8416","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4974","2.9767","2.9878","3.0045","2.9376"
"Cash per Share","6.828","6.9422","6.1339","5.1144","5.3824","5.694","5.0947","5.152","5.4133","5.411","5.7078","4.7773","3.111","2.979","3.4109","3.3882","3.1504","3.129","2.521","3.1334","2.9606","2.636","2.8439","2.7233","3.8223","3.677","3.3306","3.1099","3.5404","2.5455","2.0654","2.079","2.6352","2.7029","2.7112","2.7264","4.1124","3.2002","3.5723","3.025"
"Debt to Equity Ratio","0.5404","0.5754","0.5978","0.582","0.5573","0.5405","0.5425","0.5423","0.5297","0.5336","0.5456","0.5761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2644","0.5364","0.5749","0.5992","0.5951"
"Total Debt To Total Assets","0.1631","0.1665","0.1644","0.1812","0.1792","0.1773","0.1742","0.187","0.1906","0.1915","0.1857","0.2004","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1453","0.2573","0.2667","0.274","0.2797"
"Interest Coverage","22.679","14.9573","16.2737","13.7672","14.4068","13.2903","12.7432","12.3431","13.6264","12.8507","12.8692","20.6196","680.8763","1004.0566","1340.5435","1215.3333","0.0","0.0","195.9775","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-4.732","27.8343","23.6484","18.8714","22.6834","21.4377"
"Current Ratio","1.299","1.285","1.225","1.255","1.225","1.252","1.201","1.353","1.351","1.366","1.412","1.454","1.169","1.153","1.369","1.432","1.313","1.338","1.389","1.446","1.474","1.455","1.478","1.572","1.783","1.761","1.743","1.77","2.149","1.896","1.771","1.806","1.899","1.961","1.994","1.341","1.269","1.118","1.23","3.396"
"Income Quality","1.4753","3.5233","4.8365","2.007","1.6471","3.7967","4.7081","3.1668","2.395","4.4748","4.6749","2.7745","2.3009","4.3631","4.0979","1.829","2.9144","3.5111","3.1853","2.8809","2.9668","3.3209","3.5589","2.525","1.9291","2.78","2.8329","2.7221","2.7175","2.5194","3.3304","3.299","2.1428","3.3058","3.7317","2.4336","2.5672","3.6647","2.4772","2.9403"
"Payout Ratio","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Intangible Assets out of Total Assets","0.2755","0.2616","0.2599","0.29","0.2918","0.2846","0.2824","0.3019","0.2778","0.2807","0.2804","0.3055","0.3316","0.3122","0.2642","0.2888","0.3039","0.3118","0.2961","0.2773","0.2756","0.2769","0.2779","0.2922","0.246","0.2545","0.2608","0.2842","0.2777","0.2962","0.2924","0.2972","0.3093","0.3163","0.3195","0.2871","0.2124","0.2204","0.2087","0.2137"
