"","43240.0","42875.0","42763.0","42679.0","42595.0","42511.0","42399.0","42315.0","42231.0","42147.0","42035.0","41951.0","41867.0","41783.0","41671.0","41587.0","41503.0","41419.0","41307.0","41216.0","41132.0","41048.0","40936.0","40852.0","40768.0","40684.0","40572.0","40488.0","40404.0","40320.0","40208.0","40124.0","40040.0","39956.0","39844.0","39760.0","39676.0","39592.0","39480.0","39396.0"
"Book Value per Share","6.848","6.723","7.202","7.034","6.973","6.715","7.06","6.498","6.131","5.735","5.551","5.472","5.152","4.74","5.268","4.839","4.697","4.465","4.084","3.63","3.523","3.669","3.498","4.208","4.378","4.287","4.23","4.158","4.053","3.984","3.75","3.702","4.414","4.291","4.01","4.059","3.952","3.785","3.656","3.517"
"Tangible Book Value per Share","35.245","34.603","34.754","34.37","32.74","31.461","31.18","29.91","28.804","28.298","28.139","27.943","27.061","26.028","25.875","23.54","22.561","22.367","22.592","22.678","20.802","20.371","19.629","19.573","18.673","18.068","17.863","17.849","17.361","16.945","16.977","16.971","16.106","16.326","16.168","16.129","15.402","15.361","14.992","14.572"
"FCF per Share","1.632","0.153","-0.59","0.025","1.037","0.264","0.183","0.27","0.904","0.072","0.071","0.231","1.019","0.11","-0.361","0.489","0.972","0.092","-0.24","0.269","0.681","-0.215","-0.226","0.466","0.587","0.268","-0.202","0.279","0.789","0.012","-0.269","0.234","0.504","0.002","-0.253","0.237","0.582","-0.144","-0.318",""
"Interest Debt per Share","14.982","14.709","15.1366","14.7191","13.1707","12.9832","12.5041","11.6674","11.703","11.6687","11.8944","11.8683","11.5464","11.2934","11.0665","8.0291","7.6621","7.7296","8.6204","8.5512","7.553","7.2896","7.1749","6.5952","6.1636","6.0691","6.3035","6.1675","6.1358","5.8697","6.2257","6.2337","5.8171","6.1057","6.2119","6.1903","5.8571","5.9376","6.0424","5.5236"
"Cash per Share","0.3967","0.3895","0.3462","0.3979","0.3383","0.4099","0.2867","0.2839","0.2783","0.2601","0.2749","0.2716","0.2557","0.2645","0.3924","0.334","0.4272","0.2403","0.2311","0.4199","0.2212","0.4595","0.1652","0.1852","0.5394","0.3544","0.6589","0.5987","0.814","0.4696","0.3277","0.4002","0.2847","0.4923","0.2026","0.2157","0.2074","0.2336","0.1801","0.1224"
"Debt to Equity Ratio","2.1878","2.1878","2.1017","2.0926","1.8887","1.9335","1.7711","1.7954","1.9089","2.0347","2.1428","2.1688","2.2413","2.3828","2.1007","1.6593","1.6313","1.7312","2.1105","2.3555","2.1438","1.9868","2.051","1.5671","1.4077","1.4157","1.4902","1.4833","1.514","1.4732","1.6603","1.6839","1.3178","1.4229","1.5491","1.525","1.4822","1.5686","1.6526","1.5706"
"Total Debt To Total Assets","0.3755","0.3755","0.3856","0.379","0.3583","0.3664","0.3563","0.3529","0.3661","0.3711","0.3803","0.3817","0.3852","0.3914","0.3863","0.3246","0.3225","0.328","0.3604","0.3593","0.3451","0.3407","0.3478","0.321","0.314","0.3193","0.3358","0.3287","0.3358","0.3289","0.3484","0.3489","0.3257","0.3377","0.3467","0.3466","0.342","0.3478","0.3643","0.342"
"Interest Coverage","3.548","6.8413","5.8145","5.7759","7.7484","8.1593","7.2243","6.7895","7.4122","7.887","5.6842","5.7232","6.2721","6.6636","4.9259","5.9798","6.7907","7.2589","5.7767","5.0283","5.7589","-4.2277","4.0707","5.0103","5.9565","4.991","3.8932","4.7843","5.4697","4.2857","-7.2095","4.3739","5.2025","5.6897","4.5189","4.9279","5.0329","5.9211","4.0455",""
"Current Ratio","0.762","0.762","0.804","0.737","0.684","0.701","0.763","0.716","0.75","0.758","0.782","0.761","0.765","0.766","0.825","0.806","0.804","0.717","0.72","0.785","0.776","0.812","0.805","0.825","0.824","0.866","0.944","0.948","0.952","0.921","0.968","0.922","0.87","0.886","0.948","0.849","0.852","0.886","0.819","0.772"
"Income Quality","7.6205","1.6126","1.0844","2.5587","2.9871","1.9177","2.3668","2.4873","2.8352","1.6042","2.1878","2.4236","3.495","1.5545","1.0167","3.142","3.3617","1.4848","0.7476","2.6237","2.959","-0.8078","1.1071","3.4093","2.8588","2.9928","1.0644","2.9237","4.1524","2.1451","-0.2389","3.4431","2.9609","1.5444","0.9747","2.8303","3.4767","0.8661","0.4803",""
"Payout Ratio","0.727","0.222","0.0","0.3","0.292","0.175","0.0","0.477","0.286","0.173","0.0","0.229","0.347","0.19","0.0","0.233","0.319","0.159","0.2","0.0","0.308","-0.24","0.0","0.217","0.286","0.227","0.0","0.25","0.345","0.25","0.0","0.2","0.265","0.148","0.0","0.19","0.276","0.154","0.0",""
"Intangible Assets out of Total Assets","0.1165","0.1165","0.1146","0.115","0.1093","0.112","0.1114","0.0954","0.0989","0.1","0.1004","0.1013","0.0973","0.098","0.0969","0.0484","0.0504","0.0509","0.0554","0.0472","0.0494","0.0478","0.0485","0.0475","0.0487","0.0493","0.0485","0.0487","0.0498","0.0506","0.0501","0.0502","0.0981","0.0969","0.0976","0.0969","0.1007","0.1001","0.0962","0.0979"
"Selling, General and Administrative Expense of Revenue","0.1757","0.1624","0.1673","0.1684","0.167","0.1664","0.1663","0.1593","0.162","0.1634","0.1582","0.1549","0.1568","0.1532","0.1574","0.1545","0.1531","0.1535","0.1516","0.1561","0.1536","0.2037","0.1611","0.1603","0.1579","0.1636","0.1708","0.1705","0.1691","0.1717","0.1776","0.174","0.1767","0.1765","0.1762","0.166","0.1681","0.1734","0.175",""
