Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,25.770000,26.400000,25.760000,25.920000,25.224005,8863400
2016-07-05,25.500000,25.570000,24.830000,25.000000,24.328709,13317300
2016-07-06,24.730000,25.230000,24.570000,25.150000,24.474680,14165000
2016-07-07,25.270000,25.920000,25.260000,25.690001,25.000183,13426600
2016-07-08,26.170000,26.430000,26.030001,26.370001,25.661924,14141600
2016-07-11,26.690001,26.920000,26.389999,26.459999,25.749504,13213000
2016-07-12,26.820000,27.440001,26.790001,27.370001,26.635069,15516900
2016-07-13,27.450001,27.480000,26.940001,27.160000,26.430710,12911900
2016-07-14,27.799999,28.080000,27.660000,28.000000,27.248154,15436600
2016-07-15,28.250000,28.280001,27.690001,28.010000,27.257885,18519800
2016-07-18,28.059999,28.230000,27.860001,28.209999,27.452515,14083900
2016-07-19,27.950001,28.400000,27.770000,28.190001,27.433054,21511200
2016-07-20,29.139999,29.139999,28.190001,28.780001,28.007212,28606100
2016-07-21,28.719999,29.080000,28.629999,28.870001,28.094793,20312700
2016-07-22,28.770000,29.070000,28.730000,28.920000,28.143450,12996700
2016-07-25,28.820000,29.139999,28.790001,29.129999,28.347811,10622900
2016-07-26,29.020000,29.280001,28.870001,29.230000,28.445124,15019500
2016-07-27,29.030001,29.370001,28.930000,29.020000,28.435329,13614700
2016-07-28,28.900000,29.030001,28.660000,28.860001,28.278551,11528400
2016-07-29,28.770000,29.010000,28.590000,28.730000,28.151171,10498500
2016-08-01,28.840000,28.920000,28.370001,28.500000,27.925804,10396000
2016-08-02,28.389999,28.559999,27.790001,28.000000,27.435877,16915500
2016-08-03,27.969999,28.510000,27.950001,28.420000,27.847418,10562000
2016-08-04,28.270000,28.400000,27.990000,28.280001,27.710236,12131700
2016-08-05,28.600000,29.180000,28.590000,29.010000,28.425529,11881900
2016-08-08,29.020000,29.420000,29.000000,29.120001,28.533312,9018600
2016-08-09,29.150000,29.490000,29.150000,29.340000,28.748878,11012600
2016-08-10,29.389999,29.469999,29.049999,29.110001,28.523514,8186700
2016-08-11,29.190001,29.450001,29.030001,29.379999,28.788074,8701300
2016-08-12,29.150000,29.200001,28.860001,29.170000,28.582304,9749000
2016-08-15,29.370001,29.799999,29.309999,29.660000,29.062433,9411000
2016-08-16,29.990000,30.370001,29.870001,30.250000,29.640547,22161900
2016-08-17,30.270000,30.469999,30.120001,30.370001,29.758127,12327000
2016-08-18,30.270000,30.740000,30.200001,30.549999,29.934500,13369400
