Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,121.300003,121.540001,120.790001,121.290001,117.343208,7051400
2016-07-05,121.360001,123.230003,121.339996,122.269997,118.291313,9334100
2016-07-06,121.930000,122.660004,121.540001,122.639999,118.649292,9332400
2016-07-07,122.589996,122.809998,122.010002,122.510002,118.523521,6021400
2016-07-08,123.000000,123.099998,121.959999,122.849998,118.852440,6129900
2016-07-11,122.709999,123.449997,122.410004,122.930000,118.929840,6711600
2016-07-12,122.650002,123.199997,122.610001,122.919998,118.920166,6415900
2016-07-13,122.680000,123.400002,122.300003,123.000000,118.997566,5230800
2016-07-14,122.980003,123.739998,122.910004,123.180000,119.171715,5322700
2016-07-15,123.769997,124.300003,122.709999,123.000000,118.997566,7192800
2016-07-18,123.000000,123.220001,122.440002,123.139999,119.133011,6599200
2016-07-19,124.779999,125.750000,123.339996,125.250000,121.174347,11325700
2016-07-20,125.839996,126.070000,125.040001,125.139999,121.067932,7334600
2016-07-21,125.209999,125.739998,124.889999,125.150002,121.077614,5492600
2016-07-22,125.120003,125.349998,124.650002,125.029999,120.961510,5839200
2016-07-25,125.070000,125.129997,124.139999,124.889999,120.826065,4880600
2016-07-26,125.029999,125.550003,124.750000,125.150002,121.077614,5589900
2016-07-27,125.099998,125.230003,124.339996,124.769997,120.709969,4794400
2016-07-28,124.980003,125.000000,124.410004,124.459999,120.410057,4320400
2016-07-29,124.339996,125.320000,124.339996,125.230003,121.155006,7020900
2016-08-01,125.309998,125.709999,125.099998,125.400002,121.319466,4615100
2016-08-02,125.650002,125.900002,124.480003,124.849998,120.787361,7158700
2016-08-03,125.000000,125.000000,123.690002,123.900002,119.868279,5310600
2016-08-04,124.239998,124.389999,123.639999,123.860001,119.829582,4714500
2016-08-05,124.379997,124.379997,123.760002,124.239998,120.197220,5146900
2016-08-08,124.000000,124.150002,123.230003,123.650002,119.626411,5232500
2016-08-09,123.910004,124.000000,123.330002,123.430000,119.413582,3941500
2016-08-10,123.589996,123.779999,123.239998,123.360001,119.345848,4333500
2016-08-11,123.849998,124.139999,123.470001,123.769997,119.742500,4014300
2016-08-12,123.470001,123.769997,122.949997,123.220001,119.210411,4234800
2016-08-15,123.120003,123.269997,122.279999,122.309998,118.330009,6469500
2016-08-16,122.110001,122.320000,120.059998,120.330002,116.414444,11289100
