Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,74.500000,75.940002,74.099998,74.480003,73.803848,13821400
2016-07-05,74.250000,74.970001,73.830002,74.669998,73.992119,11081000
2016-07-06,74.120003,74.750000,73.830002,74.059998,73.387665,11263800
2016-07-07,74.320000,75.290001,74.269997,74.510002,73.833572,8747400
2016-07-08,75.300003,76.550003,74.790001,76.419998,75.726234,10975000
2016-07-11,76.809998,77.190002,76.389999,76.519997,75.825325,8185900
2016-07-12,76.680000,77.570000,76.550003,77.480003,76.776611,10245500
2016-07-13,77.680000,77.779999,77.199997,77.459999,76.756790,6559200
2016-07-14,78.059998,78.540001,77.690002,78.139999,77.430618,6607400
2016-07-15,78.650002,78.750000,78.050003,78.300003,77.589180,8153400
2016-07-18,78.349998,78.699997,78.230003,78.309998,77.599075,4864200
2016-07-19,77.750000,78.889999,77.629997,78.720001,78.005356,9395500
2016-07-20,78.750000,79.750000,78.750000,79.360001,78.639542,7922100
2016-07-21,79.440002,79.730003,78.400002,78.790001,78.074722,9018000
2016-07-22,79.980003,80.080002,78.330002,79.910004,79.184547,12532400
2016-07-25,80.169998,80.169998,78.730003,78.940002,78.223358,7979900
2016-07-26,78.980003,79.059998,77.940002,78.489998,77.777443,9673200
2016-07-27,78.459999,78.790001,77.529999,78.529999,77.817078,10185100
2016-07-28,78.690002,80.000000,78.550003,79.190002,78.471092,8709700
2016-07-29,79.239998,79.349998,78.000000,78.050003,77.341446,7777700
2016-08-01,78.309998,78.529999,77.730003,78.260002,77.549538,8908800
2016-08-02,78.070000,78.470001,77.750000,78.279999,77.569351,7910000
2016-08-03,78.279999,78.709999,78.209999,78.709999,77.995445,7272700
2016-08-04,78.830002,79.650002,78.750000,79.480003,78.758461,5942100
2016-08-05,79.730003,80.239998,79.660004,80.139999,79.412460,6662500
2016-08-08,80.230003,80.339996,79.800003,79.949997,79.224174,5119700
2016-08-09,79.959999,80.480003,79.949997,80.059998,79.333183,4455700
2016-08-10,79.970001,80.220001,79.510002,79.680000,78.956627,5945500
2016-08-11,80.000000,80.279999,79.839996,80.120003,79.392654,6519800
2016-08-12,79.800003,80.080002,79.650002,80.019997,79.293549,4420400
2016-08-15,80.129997,81.150002,80.019997,80.910004,80.175468,6290300
2016-08-16,80.419998,80.910004,80.220001,80.809998,80.076385,6182600
2016-08-17,80.709999,80.860001,80.400002,80.839996,80.245125,4655400
2016-08-18,80.010002,80.589996,79.910004,80.269997,79.679314,7453900
2016-08-19,80.010002,80.470001,79.739998,80.470001,79.877861,8480900
2016-08-22,80.339996,81.080002,79.959999,81.059998,80.463509,7954500
2016-08-23,81.370003,81.760002,80.800003,80.800003,80.205421,10007800
2016-08-24,80.800003,80.980003,80.190002,80.290001,79.699181,5028000
2016-08-25,80.290001,80.519997,80.000000,80.320000,79.728951,5773700
2016-08-26,80.620003,81.139999,80.169998,80.570000,79.977119,7932200
2016-08-29,80.540001,80.989998,80.540001,80.870003,80.274910,4709100
2016-08-30,81.000000,81.190002,80.720001,81.169998,80.572701,4128700
2016-08-31,80.949997,81.199997,80.709999,80.900002,80.304688,7386100
2016-09-01,81.139999,81.550003,80.970001,81.300003,80.701759,6240600
2016-09-02,81.570000,82.150002,81.500000,82.000000,81.396599,6408900
2016-09-06,82.000000,82.529999,81.809998,82.529999,81.922691,8140400
2016-09-07,82.480003,83.260002,82.360001,83.239998,82.627464,9304700
2016-09-08,83.019997,83.629997,82.589996,82.970001,82.359467,7882800
2016-09-09,82.400002,82.809998,81.330002,81.330002,80.731522,11563000
2016-09-12,81.339996,83.129997,81.180000,82.970001,82.359467,9882700
2016-09-13,82.410004,82.440002,81.620003,81.889999,81.287399,8834300
2016-09-14,81.459999,82.220001,81.449997,81.489998,80.890343,10999500
2016-09-15,81.419998,82.129997,81.190002,82.010002,81.406525,10580300
2016-09-16,81.739998,82.260002,81.419998,82.070000,81.466080,11702000
2016-09-19,82.430000,83.040001,82.230003,82.510002,81.902840,8338300
2016-09-20,82.970001,83.230003,82.320000,82.480003,81.873062,6473300
2016-09-21,82.919998,83.250000,82.269997,83.220001,82.607613,7536200
2016-09-22,83.419998,83.790001,83.199997,83.360001,82.746590,6599400
2016-09-23,83.330002,83.449997,82.519997,82.540001,81.932617,8283700
2016-09-26,82.150002,82.260002,81.690002,81.809998,81.207993,8486800
2016-09-27,81.790001,82.379997,81.500000,82.160004,81.555420,7969500
2016-09-28,82.379997,83.010002,81.940002,82.970001,82.359467,7974300
2016-09-29,82.720001,83.059998,81.790001,81.919998,81.317177,5885400
2016-09-30,82.160004,83.040001,81.680000,82.699997,82.091438,9776800
2016-10-03,82.419998,83.110001,82.300003,82.860001,82.250267,8155400
2016-10-04,83.279999,83.529999,82.580002,82.730003,82.121223,5772000
2016-10-05,82.959999,83.449997,82.900002,83.349998,82.736656,6163400
2016-10-06,83.120003,83.480003,82.879997,83.360001,82.746590,7687100
2016-10-07,83.489998,83.699997,82.639999,82.879997,82.270119,8238100
2016-10-10,83.129997,83.540001,82.940002,83.120003,82.508354,7341100
2016-10-11,82.680000,82.790001,81.570000,82.040001,81.436310,6227400
2016-10-12,81.839996,82.540001,81.820000,82.250000,81.644753,3923600
2016-10-13,81.650002,82.129997,81.110001,81.870003,81.267555,6810900
2016-10-14,82.040001,83.190002,82.040001,82.449997,81.843285,6698100
2016-10-17,82.580002,82.690002,82.040001,82.150002,81.545494,8473700
2016-10-18,81.500000,82.370003,81.349998,81.580002,80.979683,11621200
2016-10-19,81.650002,82.870003,81.650002,82.809998,82.200630,8440900
