"date","close","volume","open","high","low"
"15:10","368.735","1,641,720","357.48","374.89","356.905"
"2017/10/19","357.4600","1039777.0000","355.4200","357.5700","350.0000"
"2017/10/18","354.3700","676893.0000","357.2700","358.2500","353.8901"
"2017/10/17","355.0000","878610.0000","356.0100","356.5700","353.2600"
"2017/10/16","353.5500","1222274.0000","358.2300","361.6800","352.9100"
"2017/10/13","362.2900","700620.0000","363.0000","365.7700","361.7000"
"2017/10/12","362.5300","848717.0000","363.8900","364.9300","361.2800"
"2017/10/11","360.2900","536694.0000","357.2900","360.5200","356.1200"
"2017/10/10","354.9900","567170.0000","356.9100","357.4400","352.8000"
"2017/10/09","354.6100","859097.0000","363.5400","363.5400","353.8800"
"2017/10/06","361.4700","888502.0000","362.0900","367.5000","360.2000"
"2017/10/05","363.2266","816600.0000","364.1433","364.8500","358.0000"
"2017/10/04","361.6333","836307.0000","359.1966","363.3300","358.7266"
"2017/10/03","357.9633","998436.0000","354.8766","358.6666","354.2233"
"2017/10/02","353.4933","855411.0000","349.7000","354.9000","349.1900"
"2017/09/29","348.6266","683556.0000","342.7166","349.5850","342.0900"
"2017/09/28","341.9600","535749.0000","341.4466","343.0700","340.2133"
"2017/09/27","341.3600","626112.0000","339.5833","341.9533","339.5100"
"2017/09/26","338.8800","524322.0000","340.6500","342.2333","337.7966"
"2017/09/25","339.1133","685392.0000","344.9266","344.9333","337.8533"
"2017/09/22","343.8400","495123.0000","343.5000","344.2883","340.7333"
"2017/09/21","343.4033","720042.0000","349.3866","349.6033","343.2500"
"2017/09/20","348.7900","487584.0000","348.4533","350.6666","346.6700"
"2017/09/19","348.4900","600369.0000","347.6233","351.0000","346.8766"
"2017/09/18","348.7633","740712.0000","347.0566","349.6433","345.5200"
"2017/09/15","346.0100","1109229.0000","346.5133","347.6666","345.4166"
"2017/09/14","346.8333","642756.0000","346.9200","348.3633","345.8500"
"2017/09/13","347.6266","423306.0000","347.3900","347.9633","345.3433"
"2017/09/12","348.3333","589752.0000","348.1933","349.4100","347.2666"
"2017/09/11","348.4933","1111317.0000","347.7166","351.3333","345.3651"
"2017/09/08","347.5300","940155.0000","344.2833","351.5900","341.6666"
"2017/09/07","345.4900","523317.0000","340.8000","345.9500","340.7633"
"2017/09/06","340.7900","660411.0000","341.2566","343.0000","337.0100"
"2017/09/05","340.4800","1038510.0000","335.9800","342.0266","335.6666"
"2017/09/01","335.5833","536133.0000","333.9666","336.2066","332.4566"
"2017/08/31","334.8900","1379604.0000","332.0033","335.2200","330.7933"
"2017/08/30","332.0133","630519.0000","327.3700","332.1633","327.0000"
"2017/08/29","329.1333","822288.0000","327.2333","329.6766","325.6700"
"2017/08/28","328.6666","553539.0000","327.3266","329.5566","326.8566"
"2017/08/25","326.2100","821151.0000","330.3500","330.9900","325.4466"
"2017/08/24","330.1933","693393.0000","328.9866","330.5400","327.7333"
"2017/08/23","328.8900","617718.0000","331.2733","331.2733","327.7333"
"2017/08/22","332.2000","951714.0000","327.6333","332.6664","327.5666"
"2017/08/21","327.5666","1150743.0000","327.3500","328.3333","324.8049"
"2017/08/18","328.1033","1155480.0000","324.5100","330.7666","322.8633"
"2017/08/17","324.3666","962070.0000","329.2500","331.0000","324.0700"
"2017/08/16","329.6333","841503.0000","328.6900","330.5133","327.0023"
"2017/08/15","328.4566","1763049.0000","322.4066","330.1466","321.6700"
"2017/08/14","321.5200","979638.0000","317.0000","322.4201","317.0000"
"2017/08/11","314.0833","722964.0000","310.0933","314.6666","310.0933"
"2017/08/10","309.7933","762900.0000","313.1600","314.3633","309.2966"
"2017/08/09","314.4833","793776.0000","311.4633","315.2500","310.3333"
"2017/08/08","311.4600","683496.0000","311.0500","312.6166","309.8333"
"2017/08/07","312.2100","908079.0000","309.9033","312.3783","309.2066"
"2017/08/04","310.3566","974697.0000","312.7400","312.7400","307.8933"
"2017/08/03","311.3866","844953.0000","309.7766","313.1166","309.3566"
"2017/08/02","310.9900","909732.0000","313.1333","313.7866","309.0000"
"2017/08/01","313.6566","814218.0000","312.9900","315.0000","311.3766"
"2017/07/31","312.7533","1141902.0000","314.5033","315.3300","311.1333"
"2017/07/28","313.7333","1460853.0000","310.1666","314.3333","309.0200"
"2017/07/27","310.6166","1317108.0000","314.6900","315.3333","307.0000"
"2017/07/26","314.6366","798051.0000","315.3600","316.7233","313.1500"
"2017/07/25","314.9733","1068216.0000","317.2433","317.8866","313.7166"
"2017/07/24","316.3900","1503492.0000","308.9300","317.7966","308.9300"
"2017/07/21","309.1566","3069651.0000","321.6433","322.6566","308.5666"
"2017/07/20","323.9100","1986867.0000","323.0100","324.8852","320.9200"
"2017/07/19","322.2633","1463919.0000","317.6033","322.4833","317.5464"
"2017/07/18","315.5500","958536.0000","316.0866","316.8633","313.4566"
"2017/07/17","316.0300","1221633.0000","318.3066","318.8700","314.6766"
"2017/07/14","317.2500","852873.0000","313.4733","318.0266","313.4733"
"2017/07/13","312.8466","932610.0000","317.1900","317.7266","312.6166"
"2017/07/12","316.1133","822855.0000","316.6666","318.5200","315.7166"
"2017/07/11","314.1633","986862.0000","316.4700","316.4700","312.3833"
"2017/07/10","315.7500","903471.0000","314.5000","316.9395","312.6666"
"2017/07/07","314.7566","679794.0000","312.8100","316.0633","312.5416"
"2017/07/06","311.6000","651735.0000","310.8266","313.3100","309.6666"
"2017/07/05","312.6966","1139670.0000","309.3800","313.4300","309.3800"
"2017/07/03","307.2200","488331.0000","313.6533","313.8500","306.8566"
"2017/06/30","311.7900","748911.0000","311.6166","313.2966","307.4966"
"2017/06/29","310.1666","940269.0000","314.9066","314.9066","307.8566"
"2017/06/28","315.4366","1081188.0000","312.9233","316.0333","310.6600"
"2017/06/27","312.0033","1152126.0000","313.7566","314.6436","310.0166"
"2017/06/26","313.4800","923211.0000","317.4533","318.2633","312.5500"
"2017/06/23","316.3133","2405397.0000","316.9633","318.1300","314.6500"
"2017/06/22","318.0533","815817.0000","318.2666","321.1800","316.8333"
"2017/06/21","317.7566","1085781.0000","314.0900","318.1266","313.6733"
"2017/06/20","313.4533","1107663.0000","312.9000","316.3266","312.7376"
"2017/06/19","312.1333","1222296.0000","306.3033","312.4400","306.1600"
"2017/06/16","304.9466","1724178.0000","300.3200","305.8633","300.1900"
