"date","close","volume","open","high","low"
"15:15","48.945","3,078,161","48.88","49.16","48.63"
"2017/10/19","48.6700","5742370.0000","48.5500","49.7300","48.5200"
"2017/10/18","48.7700","5619338.0000","48.7300","49.5150","48.4100"
"2017/10/17","48.9000","4158784.0000","48.3400","48.9100","47.9536"
"2017/10/16","48.4500","4352224.0000","48.0600","48.5400","47.8400"
"2017/10/13","47.7900","4026610.0000","48.1800","48.5100","47.6600"
"2017/10/12","47.7300","4969782.0000","47.8600","48.2600","47.3900"
"2017/10/11","48.3900","3756823.0000","48.4300","48.7200","48.0200"
"2017/10/10","48.4100","4930583.0000","49.2800","49.8100","48.3300"
"2017/10/09","48.8600","5050998.0000","48.6400","48.9800","48.3500"
"2017/10/06","48.6400","6478555.0000","48.8200","49.1800","48.3300"
"2017/10/05","49.0500","5952687.0000","49.4700","49.8000","48.9700"
"2017/10/04","49.4200","5045499.0000","49.3700","50.1047","49.0600"
"2017/10/03","49.2700","6261867.0000","49.3700","49.5800","48.9201"
"2017/10/02","49.3800","9254763.0000","47.8800","49.6000","47.3600"
"2017/09/29","48.8500","4024851.0000","48.6000","48.8800","48.1900"
"2017/09/28","48.8800","4290006.0000","49.1500","49.5200","48.6200"
"2017/09/27","49.0600","6054310.0000","50.0500","50.1400","48.8550"
"2017/09/26","49.8800","5095093.0000","49.3900","50.1600","49.1300"
"2017/09/25","49.9300","6264965.0000","49.4600","50.1500","49.1800"
"2017/09/22","48.8300","7701171.0000","48.4700","49.4500","47.9500"
"2017/09/21","48.4900","15787770.0000","48.2000","48.5600","47.0400"
"2017/09/20","44.8100","4640227.0000","44.0000","45.2400","43.9700"
"2017/09/19","43.7600","2635720.0000","43.7400","44.1200","43.4100"
"2017/09/18","43.7600","2674629.0000","43.4700","43.9500","43.2600"
"2017/09/15","43.5500","4240818.0000","43.5400","43.7700","43.2800"
"2017/09/14","43.5300","4832694.0000","43.4000","44.1186","43.1300"
"2017/09/13","43.1300","5888697.0000","42.0200","43.1400","42.0200"
"2017/09/12","41.7600","3757026.0000","41.2500","42.2700","41.1200"
"2017/09/11","41.0200","3378194.0000","41.1000","41.4500","40.6400"
"2017/09/08","40.9200","3330178.0000","41.9700","41.9700","40.5400"
"2017/09/07","42.1700","3105675.0000","42.2800","42.4000","41.6800"
"2017/09/06","42.3500","5457263.0000","41.7000","42.6700","41.6800"
"2017/09/05","41.4800","3795392.0000","41.8500","42.1300","41.1100"
"2017/09/01","41.4900","3332502.0000","40.9900","41.6700","40.4100"
"2017/08/31","40.9300","4414286.0000","40.8700","41.3300","40.4700"
"2017/08/30","40.5200","3027742.0000","40.3300","40.7700","40.0300"
"2017/08/29","40.7100","5419760.0000","40.9800","41.0100","39.9600"
"2017/08/28","41.2700","4321136.0000","42.2200","42.4400","40.7200"
"2017/08/25","42.3600","3053442.0000","42.8400","42.9800","42.2850"
"2017/08/24","42.6500","3917628.0000","42.7400","42.8700","42.4700"
