"date","close","volume","open","high","low"
"15:09","77.6399","2,137,734","78.44","78.44","77.39"
"2017/10/19","77.6300","2325796.0000","77.2100","77.8900","76.6310"
"2017/10/18","77.6200","2399487.0000","77.6000","77.9200","76.9800"
"2017/10/17","77.6200","2352715.0000","77.5900","77.8600","77.2700"
"2017/10/16","77.4200","2341110.0000","77.6500","77.8300","77.2300"
"2017/10/13","78.0800","2161721.0000","78.1500","78.3100","77.6700"
"2017/10/12","77.9100","2454627.0000","77.4000","78.0500","77.1000"
"2017/10/11","77.9200","2276669.0000","77.5300","77.9200","77.0910"
"2017/10/10","77.3700","2659475.0000","77.5500","77.6099","77.0000"
"2017/10/09","77.1300","2925035.0000","77.2700","77.4400","76.7700"
"2017/10/06","77.2300","4623633.0000","76.3700","77.2300","76.2700"
"2017/10/05","77.2700","4923445.0000","77.9000","78.6400","76.4900"
"2017/10/04","77.6900","2669875.0000","77.3900","77.8200","76.9400"
"2017/10/03","77.5700","3194429.0000","76.8800","77.6600","76.7610"
"2017/10/02","77.0500","3094847.0000","76.7300","77.4000","76.4100"
"2017/09/29","76.9300","4410398.0000","76.7600","77.7714","76.6200"
"2017/09/28","76.7400","6079226.0000","75.8100","76.9200","75.5500"
"2017/09/27","75.4700","4491418.0000","74.8900","75.8800","74.4100"
"2017/09/26","74.9600","3109868.0000","75.0200","75.7500","74.8100"
"2017/09/25","75.1200","3460719.0000","74.6300","75.2600","74.3500"
"2017/09/22","74.2900","3152856.0000","73.2500","74.3600","73.1500"
"2017/09/21","73.3600","2878649.0000","73.0900","73.8700","72.8400"
"2017/09/20","73.1800","3255410.0000","73.0300","73.3800","72.5100"
"2017/09/19","72.7100","3870204.0000","72.2000","73.2000","71.5600"
"2017/09/18","72.2000","3823804.0000","71.2300","72.4400","71.1400"
"2017/09/15","71.1300","6859597.0000","69.9800","71.5100","69.9800"
"2017/09/14","69.9400","4491627.0000","70.9000","71.0590","69.5300"
"2017/09/13","71.0000","4122188.0000","70.5500","71.1700","70.2500"
"2017/09/12","70.2100","2620832.0000","70.0000","70.6600","69.8200"
"2017/09/11","69.8100","3282876.0000","69.7700","69.9700","68.8000"
"2017/09/08","69.5400","3770694.0000","68.8600","70.2800","68.7300"
"2017/09/07","68.8600","3674449.0000","68.3300","69.1000","68.1100"
"2017/09/06","68.1100","4418406.0000","68.2300","68.7700","67.7100"
"2017/09/05","67.9100","4570734.0000","68.5900","68.7100","67.2400"
"2017/09/01","69.2000","3954362.0000","68.1100","69.5100","67.8200"
"2017/08/31","68.1000","4429073.0000","68.6500","68.7200","67.3100"
"2017/08/30","68.4100","3164442.0000","68.5200","68.8699","68.0800"
"2017/08/29","67.9200","3556030.0000","68.2300","68.9500","67.7800"
"2017/08/28","68.4200","6440489.0000","68.9000","69.7900","68.2400"
"2017/08/25","67.6700","3910422.0000","67.7900","68.8100","67.5550"
"2017/08/24","67.4400","5491722.0000","65.7000","67.9990","65.7000"
"2017/08/23","65.7100","2798635.0000","65.2200","66.0000","65.1000"
"2017/08/22","65.5800","2865242.0000","64.9000","65.7150","64.4950"
"2017/08/21","64.7000","2364521.0000","64.6600","64.9500","64.4500"
"2017/08/18","64.7500","3082573.0000","64.4500","65.4600","64.2201"
"2017/08/17","64.5500","3326186.0000","65.6700","65.7100","64.4700"
"2017/08/16","65.9900","2807522.0000","67.2600","67.5000","65.8600"
"2017/08/15","67.1500","4079274.0000","66.6600","67.3200","66.6100"
"2017/08/14","66.7900","3034019.0000","66.4700","67.0100","66.3900"
"2017/08/11","66.1500","2330040.0000","66.1500","66.4000","65.8500"
"2017/08/10","66.2000","3417252.0000","66.8000","66.9850","65.7500"
"2017/08/09","66.9300","3498139.0000","67.6500","67.9300","66.6110"
"2017/08/08","67.7900","3114863.0000","67.6700","67.9400","67.3500"
"2017/08/07","68.0000","2671861.0000","67.9500","68.5300","67.7500"
"2017/08/04","68.5300","3201336.0000","68.5000","68.9300","68.3001"
"2017/08/03","68.5000","3342276.0000","68.2200","68.6400","68.0617"
"2017/08/02","68.5000","3724818.0000","68.6100","69.1700","68.3010"
"2017/08/01","68.8200","5322281.0000","69.3500","69.7500","68.7300"
"2017/07/31","68.9700","7349537.0000","67.0800","69.4400","66.8800"
"2017/07/28","66.6900","7105043.0000","67.4700","67.5800","65.9500"
"2017/07/27","67.5900","4377800.0000","68.0000","68.8290","66.6100"
"2017/07/26","67.9900","3356822.0000","68.5100","68.5300","67.8000"
"2017/07/25","68.4400","3131122.0000","67.9800","68.7200","67.9450"
"2017/07/24","67.6800","2318781.0000","67.6300","68.0900","67.5400"
"2017/07/21","67.7800","2720321.0000","67.5200","67.8700","67.0100"
"2017/07/20","67.5200","2887963.0000","68.3900","68.4300","67.3000"
"2017/07/19","68.0300","3481850.0000","67.6000","68.6900","67.5400"
"2017/07/18","67.5100","2815047.0000","67.7200","67.7600","67.2000"
"2017/07/17","67.4300","2853701.0000","67.8200","68.0000","67.3200"
"2017/07/14","68.0400","2194732.0000","67.8400","68.3300","67.4100"
"2017/07/13","67.7800","2883629.0000","67.8700","68.3800","67.0400"
"2017/07/12","68.0300","4206132.0000","68.4800","68.5500","67.4400"
"2017/07/11","67.9300","2188192.0000","68.0300","68.4500","67.7300"
"2017/07/10","68.0900","3709649.0000","68.0500","68.4900","67.9410"
"2017/07/07","68.1800","5043774.0000","66.4400","68.4200","66.2500"
"2017/07/06","66.4600","3332080.0000","66.9900","67.1800","66.1800"
"2017/07/05","67.0700","3937826.0000","68.0000","68.2500","66.9600"
"2017/07/03","68.0200","2159962.0000","67.8100","68.4400","67.6600"
"2017/06/30","67.4600","2972006.0000","67.5500","67.7700","66.8700"
"2017/06/29","67.0900","3282677.0000","67.7900","68.3900","66.7700"
"2017/06/28","67.4700","3262909.0000","67.1400","68.1400","66.9700"
"2017/06/27","66.8100","5446733.0000","66.1000","67.8400","65.9650"
"2017/06/26","66.0400","3368576.0000","66.1800","66.4800","65.7600"
"2017/06/23","65.9800","4914146.0000","64.7200","66.0800","64.5800"
"2017/06/22","64.8200","3800788.0000","65.6600","65.6600","64.7700"
"2017/06/21","64.6800","5566133.0000","65.3000","65.6500","63.7700"
"2017/06/20","65.6500","3634080.0000","65.9500","66.3700","65.1500"
"2017/06/19","66.6100","4078202.0000","65.7600","66.9500","65.7450"
"2017/06/16","65.8000","6508493.0000","65.0000","66.0400","64.6400"
"2017/06/15","64.6900","3974119.0000","64.4600","65.0000","64.1500"
"2017/06/14","64.7500","6430433.0000","66.4200","66.5300","64.1200"
"2017/06/13","66.5300","4336426.0000","65.8300","66.9800","65.5400"
"2017/06/12","65.9200","6725913.0000","65.5500","66.8300","65.5500"
"2017/06/09","65.2600","6199606.0000","63.0100","65.7600","62.8850"
"2017/06/08","63.1800","5014249.0000","62.1700","64.1500","62.1700"
"2017/06/07","62.3000","4378186.0000","61.8200","62.4800","61.5900"
"2017/06/06","62.2900","2579818.0000","62.1400","62.5600","61.8600"
"2017/06/05","62.4000","3897147.0000","61.9100","62.6700","61.7900"
"2017/06/02","62.1000","2788694.0000","62.4300","62.7200","62.0000"
"2017/06/01","62.1200","3541383.0000","61.3700","62.4400","61.0700"
"2017/05/31","61.4700","4667511.0000","61.8300","62.1700","60.9100"
"2017/05/30","62.0900","6566649.0000","61.6100","62.7900","60.6900"
"2017/05/26","62.4500","3718744.0000","63.1900","63.5000","62.1300"
"2017/05/25","63.1900","3783412.0000","63.6300","64.1900","63.0500"
"2017/05/24","63.8100","3001282.0000","64.1700","64.6100","63.5100"
"2017/05/23","64.1200","2932719.0000","63.7100","64.3600","63.2900"
"2017/05/22","63.8400","2740917.0000","64.2600","64.2900","63.5600"
"2017/05/19","63.8700","3396116.0000","63.6900","64.1630","63.1700"
"2017/05/18","63.5400","3385884.0000","63.4900","64.0700","63.0300"
"2017/05/17","63.8000","4529770.0000","64.2700","64.7900","63.4800"
"2017/05/16","64.5400","6322206.0000","65.1200","65.3500","63.9600"
"2017/05/15","65.5500","3280377.0000","66.1500","66.1500","65.1600"
"2017/05/12","66.4200","3540246.0000","66.2800","66.7600","66.1600"
"2017/05/11","66.3500","2835401.0000","66.8700","66.9300","66.1150"
"2017/05/10","66.6800","3410253.0000","66.7500","67.0300","65.9100"
"2017/05/09","66.6300","3836194.0000","66.3100","67.1600","66.1700"
"2017/05/08","66.1100","3466951.0000","65.3800","66.2661","65.3200"
"2017/05/05","65.3400","4663356.0000","64.5900","65.5200","64.3080"
"2017/05/04","64.3700","3068340.0000","64.5300","64.9400","63.9600"
"2017/05/03","64.9000","2993619.0000","64.2800","65.1550","64.0700"
"2017/05/02","64.4900","4260014.0000","64.7900","64.8300","64.1600"
"2017/05/01","64.3600","5428157.0000","64.8200","64.8700","63.9600"
"2017/04/28","64.6100","4079197.0000","65.6200","65.6400","64.4100"
"2017/04/27","65.3200","4222844.0000","64.6800","65.4900","63.8500"
"2017/04/26","64.9000","6539783.0000","65.4100","65.7500","64.8100"
"2017/04/25","65.8300","7379546.0000","67.1500","67.6900","65.0100"
"2017/04/24","66.8200","7054344.0000","65.7000","67.2100","65.7000"
"2017/04/21","65.2300","5113232.0000","64.5900","65.6300","64.2000"
"2017/04/20","64.1000","2777836.0000","63.6800","64.7100","63.5600"
"2017/04/19","63.4900","4987801.0000","64.2200","64.3700","63.2600"
"2017/04/18","64.1500","4606085.0000","64.9300","65.1000","63.5800"
"2017/04/17","65.1900","2909173.0000","64.7400","65.1950","64.6500"
"2017/04/13","64.6800","3103195.0000","65.1700","65.6300","64.5800"
"2017/04/12","65.1300","4156213.0000","65.9000","66.2500","65.0700"
"2017/04/11","65.6300","3926549.0000","65.2700","65.6600","64.7800"
"2017/04/10","65.3500","3409298.0000","65.6000","66.2450","65.3000"
"2017/04/07","65.5700","3854445.0000","65.0700","66.1000","65.0000"
"2017/04/06","65.0700","3377956.0000","65.1100","65.5900","64.7100"
"2017/04/05","65.0900","3234264.0000","66.1200","66.7000","65.0000"
"2017/04/04","65.8100","3101537.0000","65.7500","66.3000","65.3700"
"2017/04/03","66.2300","3319449.0000","66.5900","66.5900","65.6600"
"2017/03/31","66.2900","3621734.0000","66.2300","66.6700","66.0600"
"2017/03/30","66.2300","7512652.0000","67.2800","67.3100","66.2000"
"2017/03/29","67.1400","3326868.0000","66.2000","67.4000","66.1100"
"2017/03/28","66.2900","3443311.0000","66.5200","66.6400","65.6510"
"2017/03/27","66.2300","2799337.0000","65.5600","66.5300","65.4500"
"2017/03/24","65.7800","4372045.0000","66.8400","67.0400","65.7000"
"2017/03/23","67.1000","3298744.0000","67.6300","67.9400","67.0200"
"2017/03/22","67.5700","3122754.0000","67.1600","67.8700","66.8000"
"2017/03/21","67.1500","4068189.0000","68.6000","68.7000","66.7300"
"2017/03/20","68.5300","3175135.0000","68.7400","69.1200","68.1800"
"2017/03/17","68.9000","9528487.0000","68.7500","68.9800","68.2600"
"2017/03/16","68.5500","3653323.0000","68.9300","69.2000","68.4700"
"2017/03/15","68.7300","4743748.0000","67.7300","69.0000","67.1300"
"2017/03/14","67.4400","2954667.0000","67.3200","67.7000","66.8300"
"2017/03/13","67.6600","4970722.0000","66.5100","67.8800","66.5100"
"2017/03/10","66.5700","4471558.0000","66.6800","67.3700","66.2500"
"2017/03/09","66.4800","4720291.0000","66.7600","66.7600","65.5800"
"2017/03/08","66.8700","7442437.0000","66.0000","67.4800","65.8300"
"2017/03/07","65.6200","5502954.0000","66.4400","66.9800","65.4200"
"2017/03/06","66.4400","3315268.0000","65.8900","66.6350","65.4300"
"2017/03/03","66.0800","4054091.0000","66.8900","67.2000","66.0000"
"2017/03/02","66.4500","7342769.0000","68.2200","68.3800","65.9300"
"2017/03/01","68.4800","4921856.0000","68.5100","69.8400","68.1900"
"2017/02/28","67.9500","9073703.0000","67.2800","69.4100","67.2200"
"2017/02/27","67.2400","3129131.0000","66.6600","67.4500","66.3400"
"2017/02/24","66.7200","3670673.0000","66.5500","66.9000","65.8300"
"2017/02/23","67.0300","4208181.0000","66.5800","67.3900","66.5400"
